first_release_date,id,name,platforms,summary,genres,storyline
1657843200,218137,Harem of Nurses,[6],By chance I acquired a powerful hypnosis device Working as a security guard in a hospital I decided to use this wonderful power to realize my dream a harem with five female protagonists to choose from,[34],Missing
1659052800,217874,Close to You,"[6, 14]",short horror game about waiting for the inevitable  you are seeking shelter from the apocalypse in an abandoned diner you are safe in here but also trapped  no jumpscares  CW rapidly flickering lights and potential motion sickness,[31],Missing
1658966400,217864,Blood of the Covenant,"[3, 6, 14, 82]",You meet someone in a chilly alleyway at night,[34],Missing
1658707200,217850,A Devilish Nightmare,[6],A 20Minute Psychological Horror Experience  Troubled by your traumatic nightmares you play as a little boy who is going to sleep like usual but little does he know that the night is about to get hectic for him once more Tortured by his nightmares the boy is unsure of whats real and whats not The fear is taking over and you must overcome these nightmares or completely lose your sanity and perish in the void,[31],Missing
1659225600,217610,A Portrait of Feathers,"[3, 6, 14]",A Portrait of Feathers is a bitesized visual novel about an angel and someone theyve watched over,"[32, 34]",Missing
1659225600,217541,Her New Memory: BDSM,"[3, 6, 14]",Have the countless romantic moments with your beloved and vanilla sex bored you Have you ever thought about adding some spice and trying out BDSM Then this DLC is for you,[34],Missing
1658707200,216454,Completion LawnCare,"[6, 82]",A short game where you take strange lawnmowing requests and eventually get yourself into some big trouble,"[13, 33]",Missing
1657238400,215790,Entre Laços e Amassos,"[6, 34, 39]",A young woman who wants to find direction in her life moves to a big city There she goes to a festival and has misunderstandings and disasters losing her job home and getting stuck on a farm with a rude Agroboy,[34],The Protagonist is a 19yearold girl who is looking to find a direction for her life From a young age she is passionate about music however her talent leaves something to be desired For these and other reasons she has moved to a big city which has many possibilities for her to grow up and has been living in a small oneroom apartment while working in a department store  After a tiring day at work she decides to go to a festival that takes place annually in several cities in the state mainly in the capital popularly called Pecuária or ExpôGoiânia This festival brings together an amusement park typical food stalls cattle exhibitions and the main one shows by famous country singers  After being completely disappointed that the shows singer uses playback our protagonist decides to leave which is her worst decision of the night  Many misunderstandings and small disasters happen one after the other and leave her without a job housing and trapped inside the farm of a cocky country singer
1659225600,215188,Trapped with Jester,"[3, 6, 14, 34, 82]",You wake up in a carriage with an annoying stranger,"[31, 32, 34]",Your head aches Your memory is in shambles  You hear the clipclop of a horses careful steps  You feel shaking around you and a pair of eyes watching you  You are awakened by a voice An unfamiliar face  Where are you Who are you Why are you here   AND WHY WONT THAT ANNOYING STRANGER SHUT UP
1658188800,215034,Intraquartz,[6],INTRAQUARTZ is a multidimensional experimental maze puzzler where you control a microscopic mining rover inside extraterrestrial crystals,"[9, 32]",Missing
1658880000,214563,Florealia,"[6, 82]",A chance meeting with the divine human in shape but not in thoughts,[34],Missing
1658793600,214468,AnotherQuizzGame,[6],Missing,"[9, 26, 33]",Missing
1658966400,213914,Moonyolk,[6],MOONYOLK is a short tale about two boys floating in the sea and watching a lonely moon A reminder that its never too late to say you love me,Missing,Missing
1657584000,213634,Missing,"[6, 14]",A short VN style game made in RPG Maker in which you try to find out what happened to your missing friend,[34],Missing
1659139200,213184,Coerced Cage,[6],Inspired by the pandemic lockdown our main character goes through a period of isolation Depending on players choices his mental state will result in 3 unique endings Whether he escape his own house or stay in for good it is all up to you,[12],Missing
1659052800,212983,Memory Puzzle: Futanari Boss,[6],Train your brain with this memory game revealing the naughty sexual adventures of a Futanari boss and her coworkers at the office in images hidden behind pairs of cards which you have to match,[32],Missing
1659052800,212880,Freight Hopper,"[3, 6, 14]",A fast paced platformer where you jump from train to train,"[8, 33]",Missing
1657756800,212863,Stones Keeper: King Aurelius,[6],Stones Keeper uses a turnbased combat system which lets you use environmental objects as protection against your enemies As well as the ability to break some of the environmental objects down to move faster which in turn opens up a lot of strategic possibilities  You can customize your squad by recruiting new companions with multiple specializations skills and weapon preferences Missions and battles will be just as diverse Command your warriors to besiege enemy settlements or defend yours protect your orders churches escort civilian wagons lay siege to enemy castles aid your allies and capture new technologies to upgrade your castle,"[12, 16]",The story of King Aureliuss courage and selfsacrifice  leader of the Order of the Griffin The Inquisition guarding the borderlands asks for help as undead units are increasingly infiltrating the territory of the order Aurelius takes on the task of protecting his own lands unaware that this is only a small part of what his entire Order will face in the future
1659225600,212700,Price of Resurrection,[6],An interactive story where you can kill people in your dreams,[34],Hasumi a young girl like any other suffers from sleepwalking It seems that she does things every now and then without meaning to However due to a horrific accident that befalls on her sister Hasumi learns that she is able to kill people in her sleep Only by mastering her powers of affecting the physical world in her dreams may she be able to attempt to resurrect her sister
1658880000,212409,Squeen's Adventure 2: Crash on Mars,[6],Now that Squeen has built his space ship he can get back to his home planet However Squeen forgot that spaceships still run on engines As such when leaving earth he crashes into the surface of Mars Help our alien pal Squeen scrounge up some parts of an engine so he can charge his phone and get back to his home planet,[8],Missing
1657152000,212306,"Oita, Beppu Mystery Annai: Yuganda Tourou","[6, 48, 130]",Missing,[34],Missing
1658102400,212295,Vampire Curse,[6],The Vampire Curse has struck you Play as a vampire who wants to find a way to end his eternal thirst for blood Explore the First Vampires manor and discover its secrets avoid the traps and fight anyone who stands in your way But be quick  Without blood your energy will decrease and you will faint,[31],Missing
1659052800,212293,Hina-chan Breaker: 2nd Break,"[6, 34]",A doujin game by ISY based on the Touhou Project series,"[8, 32]",In the previous work Hinachan tired of not being invited to the original work at all broke into an uninhabited house in the middle of nowhere and started a heinous crime demanding highgrade sweets and a turn at the scene Various humans and youkais gathered to blow Hinachans house down and the case was successfully solved  In this work Hinachan is in a world where no one was able to kick her out of the house Hinachan who was in a good mood strengthened her defense and direction even more and started to recruit humans and youkais who could kick her out She then plans to raise her own profile by broadcasting the event in real time throughout Gensokyo
1658102400,212265,Her Nightmares: Redacted,[6],Dwell deep into her nightmares  uncover the truth,"[2, 8]",Lost in a sea of dark you drift Not knowing why it happened Not knowing where youre going You only know that You want to live
1659139200,212250,Stagnated In Slumber,[6],Wake up go to sleep That is all you have to do  Stagnated In Slumber is a short RPG Maker game about a meaningless life of a meaningless character Play as Agnes a girl stuck at home sleeping through day after day Explore around the house and if you are lucky find something interesting to do,[12],Missing
1658361600,212247,Wings of Glory,"[6, 14]",Rule the skies in strategy dogfights in the digital adaptation of the classic tabletop board game,"[15, 32]",Missing
1659052800,212238,Pretty Girls Breakout! Plus,[6],Pretty Girls Breakout A batting actiontype breakout game that hits hits and hits back is powered up New game modes and new gimmicks have been added to make Pretty Girls Breakout Plus,[14],Missing
1658880000,212212,Wicked Games,[6],To get a Ticket to Paradise while being in Hell A ticket thats obviously worth it A ticket that sends you to the obstacle path What kind of road from Hell to Heaven could it be What difficulties are awaiting you on this road Are you worthy of a chance at redemption,"[31, 32]",Missing
1659052800,212207,Living Legends: Bound by Wishes - Collector's Edition,[6],Every dream can come true for the right price Your husband Jack has gone there but when he doesnt return you follow in his footsteps The town is threatened by enchanted roses that choke the life out of anyone they ensnare Can you save your husband from his deadly contract,[31],Missing
1659052800,212205,One Handed,[6],Short Retro style scifi 3d shooterplatformer with shooting mechanics where you play as a cyborg shooting and escaping from enemies,[32],Missing
1659052800,212202,Cowgirl Adventures,[6],Cowgirl Adventures is a strategy shooting casual puzzle game Players will play the role of a cowgirl to pass through many levels fight against various enemies and finally capture them one by one Adventure story,"[15, 31, 32]",Missing
1659052800,212191,Sweet Office,[6],This is a game that combines relationship simulation and whacaMole modeThe story takes place in the office of a company you will meet three girls with different personalities Help them solve their problems in work and life and win their favor,"[13, 32]",Missing
1658102400,212157,Modern Fantasy: Urban Legends,[6],Can you track the source of the Zombie Epidemic engulfing the rural island youre currently inhabiting before your lost friend falls victim to a deranged scientist Explore a turnbased RPG with action elements while fighting against the undead crazed people enraged animals  unusual mutants,[12],Missing
1658880000,212116,Multiply Factory,"[6, 14]",Multiply Factory is a factory building game Build your own multiplelayer factory within a 3D space with belts inserters factories and stairs Enjoy the fantasy of manufacturing,"[13, 15, 32]",Missing
1658966400,212095,Connect the Dots 3D,[6],Connect the Dots 3D is a casual puzzle game,"[15, 32]",Missing
1658793600,212044,Nash Racing 3: Drifter,[6],Nash racing series is back Tune your drifter car drift and collect achievements in this car tuning simulation game and try to tame this beast and powerful car,"[10, 13, 32]",Missing
1659052800,211966,Empire of Empires,[6],Have you ever thought about what its like to defend your territories from enemies,"[13, 15, 31, 32]",Missing
1659052800,211965,Domum,[6],Unravel the dark past of a once beautiful estate in this disturbing topdown adventure game Solve puzzles unlock multiple endings and experience imagery you will never forget as you determine the fate of those that tormented you,"[31, 32]",Missing
1659052800,211964,Mech Shuffle,[6],Mech Shuffle is a roguelite deck builder where you choose a pilot and a mech to build a unique deck Earn new cards and card upgrades to improve your deck over a run Scout the battlefield secure the beachhead and repel the invasion,"[15, 32]",Missing
1659139200,211961,Cats Yakuza,[6],In this strategic card game you battle with adorable yet quirky cats The rules are similar to mahjongg and poker with a new tactical sense youll love Even though the rules are simple the game is surprisingly deep so the battle of wits and psychological strategies are so fun,[32],Missing
1659139200,211960,Illusion,"[6, 130]",Delivery personnel headed to a condominium building to deliver a package,"[13, 31, 32]",Missing
1658880000,211945,Insurrection: Cyborgs Awakening,[6],Kick some asses in this cooperative retrowave game Use powerful abilities and combos to destroy the evil minions of the Driftonics mega corporation and free humanity from the cyborg threat,[32],Missing
1658448000,211930,Kritika Global,[6],Kritika Global is a hyperstylized anime brawler game featuring overthetop action with giant blades superguns and dazzling acrobatics Fight with friends or rampage solo through hordes of enemies and supersized bosses in an epic fantasy world,[12],Missing
1658880000,211920,Maze of the Gamja,[6],Solve Gamjapuzzles and Acquire Gamjaknowledges Maze Of The Gamja is a free liner puzzle game with Gamja Move or active your Gamja and get sweet potatos 66 stages 193 photos and 75 Gamjaknowledge are waiting for you,[32],Missing
1658880000,211918,Trainz Railroad Simulator 2019: Pro Train - DB BR Class 85 001,[6],This DLC features the DB BR85 001 in PBR quality with a high quality interior The Class 85 was intended for hauling passenger and goods trains They were however also employed as pusher locomotives on the Hoellentalbahn in the Black Forest,[13],Missing
1658188800,211904,Hold Controller,[6],Hold Controller is a VR game similar to electric shock maze Players can use one or two controllers to cross the designed level Carefully observe smoothly control both hands to complete the level and charge the core,"[10, 13, 15, 32]",Missing
1658880000,211779,Virus Protocol,"[6, 14]",Let virus destroy white cells and get to here and there D,[32],Missing
1658793600,211719,Idol Hunter: Hentai,[6],Idol Hunter is a story about hacker who earns money by hacking idols At your service there are dossiers of several girls with different destinies and fetishes Crack them and obtain their nude photos for customer find out their mysteries and keep their pics as a marvelous bonus,"[13, 32]",Missing
1658966400,211687,I Commissioned Some Bees 4,[6],The brief was simple Artists were commissioned to create a fantasy world and hide as many bees as they can inside it Now its your job to find them all With 10 art pieces to choose from and 1000 bees you will have a lot of searching to do,[32],Missing
1658534400,211614,Owinka Shooter,[6],Owinka Shooter throws you into an action packed maddash through an evil facility Get ready to fight for your escape,"[31, 32]",Missing
1658534400,211579,SCP: Daybreak,[6],An openended SCPbased atmospheric explorationfocused survivalhorror game with puzzle elements and replayability,"[13, 15, 31, 32]",Missing
1658793600,211453,Bicycle Challage: Wastelands,"[3, 6, 14]",Ride your bike around the city overcoming all obstacles,"[10, 12, 13, 14, 15, 31, 32]",Missing
1658534400,211450,Best VRcase 9000,[6],Small minigame experiments of differing genres rendered in simplified N64 graphics in Virtual Reality otherwise classified as retro VR,[32],Missing
1658880000,211422,Age of Solitaire: Build Civilization,"[6, 14, 49]",Build your civilization with the classic Klondike Solitaire card game Beautiful graphics and healing music will help you to blow away your stress Enjoy your time with the Solitaire card game,Missing,Missing
1658793600,211390,69 Berta Hot,"[3, 6]",69 Berta Hot  Puzzle with visual novel elements Your maid Berta was caught stealing and now its easy for her to make amends with you Dont miss the opportunity to see all her hidden talents,[32],Missing
1658102400,211386,1001 Jigsaw: Home Sweet Home 3,[6],Soft cozy atmosphere of a nice home,[9],Missing
1659225600,211364,Jigsaw Puzzle: Futanari Pool Party,[6],Challenging jigsaw puzzles featuring adult images of girls and a futanari having sex by the pool,[32],Missing
1658880000,211349,Mono Playground,"[3, 6]",Welcome to Mono Playground This game is a basic 2D platformer adventure where you can run up walls eat cookies and earn a high score You play as Mono Kitty an intrepid adventure in search of something to nourish his cravings of adventure and stomach Hope yall enjoy the experience,[31],Missing
1658880000,211334,Road Draftsman,[6],Fun combination of parking and puzzle game in which you draw the path of cars to their parking spot,"[10, 15]",Missing
1659052800,211156,Japanese TeTris,[6],Japanese TeTris is Tetris like youve never seen before  incredibly addictive in stylistic graphics too,"[15, 32]",Missing
1659052800,211151,Dodge Mania,[6],In Dodge Mania you will go through different levels where you will control character and you have to dodge falling objects New level  new custom objects,Missing,Missing
1659052800,211146,Radii,"[3, 6, 14]",Radii is a challenging platformer Traverse an abandoned compound with limited movement capabilities managing energy and momentum,"[31, 32]",Missing
1658793600,211145,Age of Undead,[6],Age of Undead is a multigenre game turnbased RTS FPS that allows you to face the frightful Zombie Apocalypse with 3 unique factions the Army the Infected and the Survivors Make strategic choices in the Campaign then go into battle and fight to survive,"[11, 15, 32]",Missing
1658793600,211022,Fastest Fantasy Life Simulator,[6],Welcome to the Fastest Fantasy Life Simulator Get up to four friends and together you prepare for your fantasy life Meet pesky lords humorous dragons and friendly goblins Every decision you make will determine the fate of your life How will you decide What does the future hold for you,"[12, 15, 31, 32]",Missing
1658966400,210738,Citizen Sleeper: Episode - Flux,"[6, 14, 48, 49, 130, 167, 169]",Pressures in the Helion system bring the first ships of a refugee flotilla to Erlins Eye Meet and help those that get onstation before the quarantine locks them out,"[12, 31, 32]",Missing
1659139200,210700,Glory Hounds,"[3, 6, 14, 34]",Glory Hounds is a lighthearted actionromance visual novel set in Schippersburg the futuristic capital of Batavia,[34],Missing
1658275200,210699,Baldur's Gate: Dark Alliance II,"[6, 14, 48, 49, 130, 167, 169]",Using the 3rd Edition Dungeons  Dragons rules set Baldurs Gate Dark Alliance II features four new acts of hackandslash combat and powerful spell casting Even more monster types will engage in realtime battles using the same overhead perspective as witnessed in the original game Each selected character can parlay the experience gained from combat into acquiring new feats and enhanced abilities over time To help in battle a new item creation system lets players craft magical weapons and armor using raw materials found during their travels  As before two heroes can join the adventure in cooperative play on the same screen with each character differing in the types of feats and powers under his or her command Equipment can be found or purchased from local merchants using the gold looted from felled creatures or received as payment for quests Baldurs Gate Dark Alliance II also features a number of hidden areas secret characters and literally hundreds of items to find and use including potions scrolls and wands In addition the game features a new branching storyline that offers players a choice where to go next for fortune and honor,"[12, 25, 31]",Missing
1658880000,210698,Seeking Light,[6],Seeking Light is an action adventure game in isometric perspective with a focus on boss fights Fight your fears as Sunny and overcome the demons of your past Explore your inner world facing the personification of your phobias and discover the story behind them,"[8, 31, 32]",Missing
1658793600,210678,Dr.Pumpkin,"[6, 14]",There an experiment middle of nowhere and The Monster is now wandering around the world No one is safe can you save the entire world,"[9, 15, 31]",Missing
1659052800,210606,Ruadh: Warbands,[6],Ruadh Warbands is a tactical turnbased roguelite that invites players into the world of Ruadh  a gritty fantasy setting inspired by Norse mythology Gather warriors from the five clans travel the land manage your warband and fight through increasingly powerful enemies,"[15, 16, 32]",Missing
1658880000,210569,Nyyo,[6],A 2D Action questing game Seize swords and shields to help V who needs to know what is waiting for him outside the village Head off on the adventure together to reveal Nyyos hidden secrets,"[12, 31, 32]",Missing
1658793600,210545,Rage Punk,"[6, 14]",A new semi platform survive the longest and kill enemies game Box Fight You survive the longest and kill as many enemies as you can before you die King of the Hill Climb up to the top and survive as long as you can,"[2, 5, 8, 32]",Missing
1658966400,210527,Everdell,"[6, 14, 34, 39, 130]",Adapted from the awardwinning board game from Tabletop Tycoon Everdell is a fantastical citybuilding game combining worker placement and strategic card play to create a new civilization Gather resources to build fanciful Constructions and recruit colorful Critters to make your city thrive Each card in your city scores points and after four seasons have passed the highestscoring city wins  Face off against other founders in crossplatform multiplayer games or test your civic wits with AI play and Solo Challenges,"[15, 32, 35]",Missing
1658620800,210507,Kingdom Draw,"[3, 6, 14, 34, 39]",A hybrid of challenging turnbased strategy and customizable card collection gameplay set in a medieval fantasy universe  Campaigns  Gather your armies ready your spells and delve into an engaging single player campaign Complete missions for each of the 4 factions to gain more cards and immerse yourself in the unique story of each of Humans Undead Orcs and Elves With more chapters released each season unravel the epic story arc underpinning the Kingdom Draw universe  Online Ladder Play  Pit yourself against other players from around the world with crossplatform ladder play Do you have what it takes to ascend the ladder with every victory and reap your rewards At the end of each season earn bonus rewards for how high you progressed up the ladder Make it to the Titan league to have your alias displayed and glorified for all time in the Hall of Fame  Deck Building  Buy randomised card packs with gems earned through ladder play and campaigns or redeem victory tokens to obtain specific cards of your choice Build your own custom synergising decks to dominate your opponents and become a Titan of Kingdom Draw With 185 distinct cards to collect and more cards being released each season you can always craft new variations to trial out in battle  Turnbased Strategy  Hone your turnbased strategy skills Matches in Kingdom Draw take place on a hexagonal grid where you play army support and beast cards on the map Strategically control locations to earn more resources take advantage of terrain and be the first to destroy your opponents castle Use power cards to decimate your enemies alter your cards combat effectiveness and modify the terrain  Friendly Matches  Looking for something more casual Stick with the devil you know and add friends to challenge them to friendly battles Friendly battles do not alter your ladder ranking or provide rewards so you can trial your deck creations in a more relaxed arena  Cross Platform  Link your account across multiple platforms allowing you to continue playing wherever you are Available on PC MAC Linux Android Chromebooks and IOS,"[15, 16, 32, 35]",Humans  The Human kingdom has suffered much destruction and loss at the hands of an evergrowing dark cult Many have lost hope  In the Human campaign play as the young paladin Leora and use powers gifted by the Shard of Light to purge the forces of darkness and return hope to the people  Undead  A dark cult is raising armies of Undead while spreading death and corruption throughout the land  In the Undead campaign play as the cultist Xerus compelled by a dark master Use your newly imbued powers to enact The Shadows Will and unveil your destiny  Orcs  Throughout the years the Orcish shamans have felt the power of the Earth and Fire Elementals wane A series of cataclysmic events has brought death to many strong Orc warriors Meanwhile the Elven Forests bloom and spread ever further  In the Orc campaign play as the Elder shaman Toral convinced the forests are restricting the flow of power and use what power remains to wreak destruction and fire across the Elven lands  Elves  Corruption taints the great Elven Forests a slow decay is setting in and ancient creatures lay slain Unrest is spreading and war threatens on multiple fronts  In the Elf campaign play as the druid Varen and root out the corrupting source to restore the former peace and harmony of the Forests
1658793600,210505,Amanatsu,"[6, 34, 238]",Surrounded by the blue sea and green mountains the protagonist moved there For him who has been struggling with the competitive society of the city this is not a place to retreat but a new battlefield,"[31, 34]",Surrounded by the blue sea and green mountains the protagonist moved there For him who has been struggling with the competitive society of the city this is not a place to retreat but a new battlefield  It was supposed to be  But there was no such thing From the first day at his new school he is taken out by his classmates enjoying what they do and being inspired by them  Meanwhile the three girls that the protagonist met also changed him again  A bright and lively kouhai who has a shocking encounter Amahara Kogane  A shrine maiden senpai who looks out of this world but is surprisingly mischievous Kaminashi Yashiro  A tsundere girl and daughter of the landlord who takes care of the protagonist Ainokura Kazuha  In the vividness of summer the love that is born between them will eventually turns into a deep love  Friendship and love are interwoven A love story that only students can tell begins
1659052800,210504,Jewelry Hearts Academia: We will wing wonder world,[6],Missing,[34],Missing
1658966400,210401,Mizen Tantei: The Protea Cases,"[6, 34, 39, 48, 130]",Gather information and deduce how to prevent predicted incidents before they occur In Shinjuku City various incidents will occur such as assault theft and murder The protagonist will team up with the detective agencys director and detectives to confront these heinous incidents And their bonds will gradually deepen,"[31, 34]",Shinjuku 2023  The protagonist Chiharu Izuki lacks selfconfidence due to the trauma of once being kidnapped and spend her days unable to help anyone at all  One day while searching for a missing person at her detective agency job she comes cross the mysterious app Protea  It was a crime prediction artificial intelligence developed by the Metropolitan Police Department and currently being tested in the Shinjuku Ward  Guided by Proteas predictions Chihari encounters various incidents  She meets a detective who asks for her cooperation a mysterious boy who for some reason appears at the scene of the crime and others  Chiharus new life of cooperative work to prevent incidents before they occur has begun
1658016000,210360,Kanjozoku Game Racer,"[6, 34, 39, 48]",90s Osaka Kanjo Night Street Racing and Drift Online with True JDM Cars Online PvP Engine Body and Suspension Tuning,"[10, 13]",90s Osaka Kanjo Night Street Racing and Drift Online with True JDM Cars Online PvP Engine Body and Suspension Tuning
1657929600,210339,Shipwrecked 64,[6],Bucky and his gang are in danger and they need your help  With this brand new 3D platformer Bucky and his friends are going to be taken on a wild ride through an island they had crashed upon Help out your pals and get the ship back up and running so you can go home once again  This is a horror game and contains potentially shocking content loud noises jumpscares and bloodshed,"[15, 31, 32]",Missing
1658361600,210217,The Sunny Life,[6],Start a new life in Atirin Will you run the best shop in town Why dont you check out what does the neighbourhood has to offer Choice is yours Take your time and enjoy yourself in Atirin,[12],Missing
1658188800,210093,Coquette Dragoon: Volume One,"[3, 6, 14, 34]",Cursed with misfortune from her very first breath in this world of endless war the rabbit eared Xios fate is changed forever as she is thrust into the prestigious life of a dragoon pilota role only one in ten thousand qualify for  Coquette Dragoon is an alternative mechagirls love serial visual novel combining comic and visual novel storytelling with 3D animation and backgrounds Featuring a vivid cast from both sides of a war it explores the different lives and perspectives in a world beset by tragedy and those who seek love and connection as their escape from it,"[32, 34]",Missing
1658448000,210088,MiniMania,[6],MiniMania is an MMO game You can build your own room house or even your own world and fill it with a wide variety of fun items and activities,"[2, 12, 13]",Missing
1658016000,209941,"Character Sheets, Please","[3, 6, 14, 82]",A silly parody of Papers Please where youre playing as a Game Master and have to review your players character sheets Confront the rulebook with increasing number of rules with information on the sheet and try to spot any mistkaes mistakes oops  How to play Check your rulebook on the left with character sheet on the right and spot any inconsistencies Click on an incorrect element and reject the character sheet or approve it if everything seems to be in order,[9],Missing
1658966400,209925,Kids on Site: Hard Hat Edition,"[6, 48]",In Kids On Site Hard Hat Edition you will be able to take the controls of the excavator bulldozer steamroller and the wrecking ball Your goal is to complete all of the objectives at each construction site in order to earn your merit badge,[13],Missing
1659052800,209838,Digimon Survive: Month 1 Edition,"[6, 49]",Digimon Survive presents a hybrid visual novel and tactical RPG set in a mysterious world filled with dangerous monsters and deadly battles that will test your ability to survive  After getting lost on a school trip Takuma Momozuka finds himself transported to a world inhabited by ferocious foes and new allies Join Takuma and his friends as they fight their way back home Craft your story in this thrilling visual novel with turnbased combat,"[13, 31]",Missing
1658102400,209796,Horse-o-Chess,"[3, 6, 14]",An autobattle strategy game where the player manages resources and spends them to put together teams of units that fight automatically The player must survive every wave in a mission to win,"[15, 16]",Missing
1658102400,209718,MOAR: Appeteaser,[6],MOAR  Appeteaser is the sandbox version of Mayhem on a Rainbow  VR which will come in 2023 and is going to have an epic story campaign The Appeteser offers endless fun with wave and arena shooters spiced with mini games and an upcoming ingame level builder Multiplayer is also among future plans  You will fight a horde of various zombies with different kind of ranged and melee weapons  You can collect points to unlock new guns levels and power ups  It is an easy going fun in which you can jump in any time and enjoy a bit of mayhem,"[25, 31]",Missing
1657843200,209716,Dark Romance: Vampire Origins - Collector's Edition,[6],When the dead return with a vengeance,[31],Missing
1658534400,209714,Keyboard Warrior: Dreamstate,[6],Keyboard Warrior Dreamstate is the worlds first actionclicker game Wield your mouse cursor as a weapon against hordes of oncoming enemies Fight your way to the top using wit creativity and pure clicking strength,"[15, 32]",Missing
1658534400,209713,Zombie Shooting Star,[6],You become a beautiful combatant Rudy On the planet XX full of mutants and zombies Defeat zombies and mutants find and destroy Mutant Core before it regains power,"[5, 32]",Missing
1657843200,209705,A Mirror Puzzle,[6],A Mirror Puzzle is a puzzle game Players will play as a water droplet spirit through the use of various magic mirrors to control the symmetrical growth of plants or the position of certain scene elements change overcome numerous difficulties and finally reach the destination,"[15, 32]",Missing
1657929600,209704,A Pact With Me,"[3, 6, 14]",Three humans summon Belial a mischievous demon to form a pact with In exchange for granting their wishes he would take their souls after 20 years While assisting them will Belial grow fond of these humans or corrupt them instead,[32],Missing
1657929600,209701,Windsor,"[6, 14]",Windsor is a massively multiplayer strategy game Look forward or backward in time as you plan your moves to bring your kingdom to victory,[15],Missing
1658448000,209700,Passage,[6],An escape roomthemed horror game where you solve puzzles while being hunted and toyed with by monstrosities,"[9, 32]",Missing
1658707200,209699,Angkor: Beginnings,"[3, 6, 14]",Angkor Beginnings is a highly replayable fantasy Match 3 with modern design and aesthetics The game tells the story of a family trapped on an island with an active volcano The game also includes mini games and puzzles for variety and extra fun,Missing,Missing
1658448000,209697,Azrael,[6],Traverse this ominous 2D Dungeon Crawler as Azrael A mysterious being With three unique endings the player is tasked to simply explore and watch as they learn more about their character the situation and consequences Includes an original soundtrack and artwork,"[31, 32]",Missing
1659225600,209689,Beat Refle,[6],This new take on rhythm games has you massage beautiful women in time to the music The patrons of your massage parlor have not only sore bodies but unique worries weighing on their hearts as well Use your secret massage technique to clear all the stress out of their minds and bodies,"[7, 12, 34]",Atsushi Yubihara meets the talking cat Momiji while cleaning the massage parlor formerly run by his late grandfather  Moments after he attempts to uncover the cats true identity in spite of his confusion a loan collector appears to reclaim what his grandfather owes Fed unreasonable repayment terms he starts to shrink into himself until Momiji shares with him a most mysterious power  He has but a single month to make enough money to return what was loaned marking the start of his troubled everyday life as a masseuse  Theres no time to question his power or why theres a talking cat or anything else  Atsushi must focus on his somewhat to very quirky customers and relieving the stress that ails them all in time for the impending loan repayment
1658966400,209684,The Winter,[6],Little platformer,"[13, 32]",Missing
1658448000,209679,Elementals: The Magic Key,[6],In Elementals The Magic Key you have to help Albert a young magician restore the Key of Eiron and save his sister kidnapped by Sibelius a wicked sorcerer Solve brainteasing puzzles search hidden items and try your hand at challenging board battles in this amazing hidden object game,"[31, 32]",Missing
1658448000,209678,CozyTyper,"[3, 6, 14]",CozyTyper is a relaxing game where you can enjoy a cozy atmosphere while you spend your time improving your typing accuracy and speed without the pressure of a ticking clock Take your touch typing to the next level with calm practice and muscle memory training Slow is smooth smooth is fast,"[13, 32]",Missing
1658448000,209677,Hell Madness,[6],The leaders of the hellish hordes descended to earth and now plunge the world into an abyss of pain and suffering but the servants of light took the side of the mortals and swore to protect the earth from the sinister hands of the servants of the underworld,"[13, 31, 32]",Missing
1658448000,209675,One Week By Car,[6],Explore a small storyrich world reflecting the struggles of college life Play minigames to complete the everyday tasks that you need to survive Eventually try to find a way to break the cycle of monotony and escape your bleak surroundings,Missing,Missing
1658966400,209670,Myth of Mirka,[6],Choose your own adventure in this visual novel about government experiments gone wrong,"[31, 32]",Missing
1658534400,209668,Old Retro Shooter,"[3, 6, 14]",A shooter inspired by old shooters like Doom Heretic,"[13, 14, 15, 31, 32]",Missing
1658707200,209663,Chess Dungeons,[6],Help the white pieces escape by solving chess puzzles ranging from beginnerlevel to more experienced challenges in this dungeonthemed sokobanstyle game,Missing,Missing
1659139200,209662,The Last Fighter,[6],You are a lone fighter who was thrown into the jungle Defeat pirates smugglers and bandits get out of the dangerous jungle alive,[32],Missing
1658707200,209656,Police on Duty,[6],The city is in danger Hooligans began to attack everywhere Welcome in the actionracing game of Police on Duty Its your chance to keep order in the city,"[10, 13, 14, 31, 32]",Missing
1658966400,209629,Adventures of Quin85,[6],The game is a 2D action Platformer themed around the community of twitch streamer Quin69 It is currently in early access on Steam Aside from cursing in some dialogue it is generally family friendly,"[8, 31]",Missing
1658016000,209539,Reality Mod,[6],A Battlefield 3 total conversion with focus on realism teamwork communication  combined arms Immerse yourself in a tactical experience  The Mod draws most of its inspiration from the successful BF2 Project Reality mod and offers a complete gameplay and UI overhaul that creates a more tactical and indepth experience compared to the vanilla BF3,"[5, 13, 24]",A Battlefield 3 total conversion mod with focus on realism teamwork communication  combined arms Immerse yourself in a tactical experience  BF3 RM is a BF3 modification with focus on team play communication  combined arms Its set in the real world starting from the end of the Cold War to modern day conflicts  The RM draws most of its inspiration from the successful BF2 Project Reality mod and offers a complete gameplay and UI overhaul that creates a more tactical and indepth experience compared to vanilla BF3
1657065600,209491,Mondays: A Sisyphean Typing Game,"[6, 82]",An absurdist typing game where you write out randomly generated emails in an effort to reach the peak,"[2, 13, 32]",YOURE HIRED Type emails to earn money to type more emails to earn more money
