,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
59,1122,Call of Duty: Black Ops II,"[6, 9, 12, 41]",[5],In Cold Warera Nevada a team of CDC operatives investigate a nuclear testing site known as Nuketown where they are attacked by zombies Dr Edward Richtofen is heard via a television carrying out his scheme on the Moon Richtofen seizes control of the zombies by entering the Aether but Dr Ludvig Maxis works with his daughter Samantha and Richtofens former allies Tank Dempsey Nikolai Belinski and Takeo Masakai to thwart him To this end Maxis launches three massive nuclear missiles filled with Element 115 the element responsible for the reanimation of dead cells at the Earth destroying it One missile completely destroys Nuketown and all present Years later Earth has been reduced to a crumbling hellish wasteland overrun by zombies In this new world four survivors  Samuel J Stuhlinger Abigail Misty Briarton Marlton Johnson and Russman  have banded together to survive in Washington with the help of a bus driven by a robotic driver The four are contacted by Maxis now an digitallyrendered AI who is seeking humanitys aid against Richtofen Maxis implores them to power up a tower in a cornfield using an electricitybased zombie However Richtofen contacts Samuel who is able to hear voices from the Aether and commands him to convince his friends to power up the tower in his favor The player may choose to follow either Maxis or Richtofens orders It is revealed in audio transmissions that survivors from all over the world have been contacted by both Maxis and Richtofen though there is widespread conflict between the followers of both Germans particularly in a settlement known as Jackass Flats which was initially a safe haven only to fall to the zombies when the MaxisRichtofen conflict consumed it Regardless of who they choose to aid the four are teleported to a crumbling skyline in Shanghai China Here Richtofen commands Samuel to mend the rift and accept his fate as a follower of Richtofen threatening to expose his past as a member of a cannibalistic cult known as The Flesh who eat zombie flesh to survive Richtofen continuously revives the group whenever they fall to the zombies until they follow his orders Maxis who is no longer hampered by electric devices contacts the group again for aid The four learn through televisions scattered across the area of the Flesh as well as the beginnings of a new airborne plague of Element 115 the element that reanimates dead cells and causes zombies Following their battles in Shanghai Russman leads the group across the continents to a large hole in the ground known as the Rift in Africa hoping to find answers about the unseen forces commanding them Maxis and Richtofen contact them once again more desperate than ever to achieve their goals Both of them ask the group to power up the third and final tower in their favor Maxis promises to heal the Earth and Richtofen promises to save them from Maxis The four gain a new ally in the form of a mute unnamed giant in a western town built underground and are hampered by a ghostly woman in a massive mansion Depending on who the player has aided in the story there are two possible endings If the player has aided Richtofen he will gain unlimited power over the Aether and the Earth kill Maxis and condemn Samantha Maxis soul to eternal damnation He will then enter the body of Samuel as a reward for his aid but finds he cannot exit it and is at the mercy of the zombies as he was before If the player has aided Maxis he uses the power from the towers to enter the Aether and assume ultimate control trapping Richtofen in a zombies body However the Earth begins shaking and Maxis explains to the four that he is beginning the process of the destruction of the Earth and humanity to reach Agartha where he believes Samantha is Unbeknownst to all Samantha is indeed in Agartha which her father ultimately fails to enter but reaches out to her father in 1918 France during World War I Maxis is a leader of Group 935 who operate to secure Germanys victory in the war To this end they have created towering mechanical robots suits of armor and staffs that control the powers of the elements Group 935 also stumbles upon an ancient tomb believed to be of Vrill origin but this unleashes the first known zombie outbreak in history Aiming to stop Germany Japan Russia and the United States of America send Takeo Nikolai and Dempsey to capture Richtofen the mastermind behind the advanced technology By this time Group 935s operatives have been wiped out and Maxis himself was lobotomized when he began to turn into a zombie The group put aside their nationalities to fight the undead and are contacted by Samantha begging to be freed from Agartha Richtofen puts Maxis brain in a flying drone and he joins the fight against the zombies and to free Samantha The group is eventually successful and while Maxis meets his daughter they enter Agartha to be rewarded A cutscene is played of Samantha with a boy named Eddie playing with toys of the characters who have appeared in the Zombies game mode throughout all three games Air raid sirens are heard and the two children retreat to the basement with Maxis with Samantha noting her father has a plan to make their games real It is ambiguous as to whether the events of the game mode have actually occurred or has all along been simply in Samanthas imagination,Black Ops II is the first game in the Call of Duty franchise to feature future warfare technology and the first to present branching storylines driven by player choice as well as selecting weapons before starting story mode missions,73.32806229887706,7.05,10.29,29.57,77.0,1447.0,1181.0
60,21701,Dragon Ball Z: Budokai HD Collection,"[9, 12]",[4],Missing,The game is an HD collection that features both Dragon Ball Z Budokai 1 and Dragon Ball Z Budokai 3 enhanced and remastered in HD alongside full Trophy and Achievements support The graphics of Budokai 3 HD are similar to those of Dragon Ball Z W Bakuretsu Impact Since Kenji Yamamotos original soundtracks have been accused of plagiarism both included games have entirely new soundtracks mixed from the soundtracks of Dragon Ball Z Budokai Tenkaichi 2 Dragon Ball Z Budokai Tenkaichi 3 Dragon Ball Raging Blast Dragon Ball Z Tenkaichi Tag Team and Dragon Ball Z Ultimate Tenkaichi plus entirely new music and the American Dragon Ball Z theme song from the original game and show Both games also support the optional original Japanese language track but in Europe only Japanese is available for Budokai 1 much like the original release,71.29782718038163,12.11,20.3,23.98,81.0,29.0,21.0
61,1265,PlanetSide 2,"[6, 48]","[5, 12, 24, 33]",Missing,PlanetSide 2 is a Massively Multiplayer first person shooter that delivers truly epic massive combat on a scale never before seen in stunning breathtaking detail Battles take place not between dozens of troops but thousands with air and ground vehicles slugging it out alongside squads of troops Whether in open fields tightlypacked urban centers or enormous structures winning requires strategic teamwork and a quick trigger finger,71.1014483758805,27.32,78.0,948.21,67.0,81.0,9.0
62,1834,Family Guy: Back to the Multiverse,"[6, 9, 12]","[5, 31]",Missing,Family Guy Back to the Multiverse is a thirdperson cooperative gameplay video game set to be released on November 20 2012 in North America for Xbox 360 PlayStation 3 and PC Its based on the Family Guy television series most notably the episode Road to the Multiverse and is also a continuation of The Big Bang Theory It is rated M for Mature for blood violence drug use mature humor and sexual contentthemes This game also features the return of Stewies evil halfbrother Bertram who was killed in the show,71.08183575433047,5.84,8.83,14.7,61.0,48.0,52.0
63,5317,Ninja Gaiden 3: Razor's Edge,"[6, 9, 12, 41, 48, 49, 130]","[25, 31]",Missing,Ninja Gaiden 3 Razors Edge is an enhanced port of Ninja Gaiden 3 that includes all downloadable content from the original title as well as additional enhancements made to improve the game The game can be considered an equivalent to the Ninja Gaiden Sigma games as it enhances the original title,70.32780396518967,7.23,12.35,31.17,65.0,103.0,102.0
64,2176,Mighty Switch Force! Hyper Drive Edition,"[6, 41, 48, 49]","[5, 8, 9, 32]",Missing,Enter the mechanical shapeshifting dimension switching world of the award winning high octane actionpuzzleplatformer Mighty Switch Force Hyper Drive Edition and blow crime away,70.2816101757974,2.96,5.95,12.91,74.0,34.0,35.0
65,41860,Resident Evil 6: Anthology,[9],"[5, 31]",Missing,This special edition contains   Resident Evil 6 disc version  Resident Evil 5 Gold Edition download version  Resident Evil 4 download version  Resident Evil 3 Nemesis download version  Resident Evil 2 Dual Shock Version download version  Resident Evil Directors Cut download version,70.11414266820074,,,,,,
66,10922,Stealth Bastard Deluxe,"[3, 6, 9, 14]","[8, 9, 32]",Missing,Stealth games are awesome Hiding from The Man skulking in shadows the thrill of infiltration But why do they have to be so slow  That was the question that spawned Stealth Bastard the fastpaced nailbiting antidote to tippytoed sneaking simulators that the world had so desperately been craving  Armed with only your wits and a pair of top of the range Stealthing Goggles its your job to sneak your way through a deadly facility thats determined to extinguish your fragile little life With no weapons and no armour being seen means instant death Stay out of the light to avoid the attention of deadly security robots Leap like a lusty salmon to avoid those zaphappy lasers Think fast as the walls close in around you Only the fastest and sneakiest will make it to the exit without being mangled by the facilitys security systems Will you be among them,70.03733490296881,5.74,9.94,28.68,73.0,84.0,97.0
67,21033,Elminage Original,"[6, 37, 38, 46]","[4, 12, 31]",Missing,Embark on a grand adventure in the lands of Halodra Ille,70.0,,,,,,
68,1510,Epic Mickey 2: The Power of Two,"[5, 6, 9, 12, 14, 41, 46]","[8, 31]",Missing,Unleash the power of the brush in an all new coop adventure Join Mickey and Oswald in an epic battle to save the magical world of Wasteland and change it forever Interact with your favorite characters like never before in the most heroic adventure yet,69.7669805093702,8.99,13.9,29.11,59.0,64.0,49.0
69,6834,Dynasty Warriors 7: Empires,"[9, 12]","[15, 25, 31]",Missing,Missing,66.50450840486558,8.65,23.94,100.0,73.0,9.0,7.0
70,7390,PlayStation All-Stars Battle Royale,"[9, 46]","[4, 8, 26]",A mysterious entity arrives and uses time holes to scatter everyone across different points in history of PlayStation Heroes during their journey must overcome various hybrid versions of their worlds encountering dangers still stronger than them and other characters intent to discover this mysterious character and restore their worlds to a state of normalcy Only one can reach the mysterious threat that awaits them and obtain its power After a series of fights with other characters the player discovers that Polygon Man is responsible for bringing all the characters together from their worlds and forcing them to fight each other in order to turn them into his minions After Polygon Man is defeated the player absorbs his power and their character returns to their own world where they receive their own ending and is shown what they do with their newfound power Good or Evil,Playstation AllStars Battle Royal is a cross over fighting game featuring mostly exclusive iconic characters from various Playstation franchises Each stage also feature prominent setting from other franchises  Playable characters are Big Daddy Bioshock Cole MacGrath Infamous Colonel Radec Killzone Dante DMC Emmett Graves Starhawk DLC content Evil Cole McGrath Infamous Fate Princess Fat Princess Heihachi Mishima Tekken Isaac Clarke Dead Space DLC content Jak and Daxter Jak and Daxter Kat Gravity Rush DLC content Kratos God of War Nariko Heavenly Sword Nathan Drake Uncharted Parappa Parappa the rapper Raiden Metal Gear Revengeance Ratchet and Clank Ratchet and Clank Sackboy Little Big Planet Sir Daniel Fortesque MediEvil Sly Cooper Sly Cooper Spike Ape Escape Sweet Tooth Twisted Metal Toro Inoue Doku Demo Issyo Zeus God of War DLC content,65.05648868388937,3.48,8.64,15.4,67.0,195.0,117.0
71,1797,Ratchet & Clank: Full Frontal Assault,"[9, 46]","[8, 15, 31]",Missing,Explore actionpacked battlefields and wipe out waves of enemies with outrageous weapons Classic Ratchet  Clank gameplay returns with a basedefense twist including competitive and coop crossplay for the PS3 and PS Vita,61.6314128689765,5.06,6.09,13.23,62.0,89.0,63.0
72,27551,Karateka,"[6, 9, 12, 39]","[4, 15, 31, 32, 33]",Missing,Whether you are a nostalgic Karateka fan or new to the game Karateka will charm you with its classic love story set in feudal Japan Fight to save the lovely Mariko from the evil warlord Akuma and reunite her with her True Love,60.56826578769944,0.71,1.17,4.33,60.0,29.0,49.0
73,22191,Wonderbook: Book of Spells,[9],[13],Missing,Book of Spells or Wonderbook Book of Spells is an augmented reality video game developed in conjunction with J K Rowling as a companion to the Harry Potter series It was introduced at the Electronic Entertainment Expo in June 2012 and is the first release for the Wonderbook It is based on Book of Spells a fictional book by Miranda Goshawk released about 200 years from the event date,59.94198119694229,4.88,0.0,5.54,66.0,9.0,10.0
74,8186,LittleBigPlanet Karting,[9],"[10, 33]",The game takes place immediately after the events of LittleBigPlanet 2 The Story Mode features Sackboy racing against The Hoard who are planning to steal the Craftverses prizes for no reason other than to hoard them Players begin the story mode by hopping into a cart which had been crashed by a member of The Hoard and takes off after them to reclaim the stolen prizes Sackboy races through many places ransacked by the hoard The Sackbots aid him in his quest  The adventure begins with the Queen asking Sackboy to clear the Hoard from LittleBigPlanet Afterward Sackboy travels to a tropical beachlike planet called Monster Islands where a local named Ray the Turtle asks for help locating the legendary Huge Monster By the time they find her they discover that the Hoard have stolen her egg so Sackboy must take it back The Hoard also attempt to steal brainergy and pastries from Victorias Laboratory now a separate planet,Give full throttle to your imagination and join Sackboy and Sackgirl on the starting grid for a kart racing adventure like no other Fire up your engines jump behind the steering wheel and take on your friends and foes in breathtakingly unpredictable battles through an everchanging world of content Are you ready  LittleBigPlanet Karting combines the excitement and fun of a racing game with the ability to create any race you can imagine Take advantage of simple and powerful creation tools to easily build your own tracks design unique powerups or customise your karts Want to race a boxing glove through a land made of cheese And then fire pizzas from your kart You got it Just watch out for those skull shaped hovercrafts And flaming snakes And whatever else is out there  Battle your friends online via PlayStation Network or in the same room using the splitscreen mode complete challenges or dive into the community to discover new playercreated courses No two tracks are ever the same so you will never run out of new places to do battle Race the unexpected and leave the real world in the dust,59.89251089922004,5.08,10.9,50.43,65.0,78.0,59.0
75,8548,Call of Duty: Black Ops - Declassified,[46],[5],Missing,Before the future could be won history had to be written Exposing that story exclusively on PlayStation Vita Call of Duty Black Ops Declassified explores original fiction in the Call of Duty Black Ops universe with an allnew campaign of Special Ops missions Optimized for gamers onthego Call of Duty Black Ops Declassified delivers the most intense handheld Call of Duty experience to date including both Special Ops Story mode and Multiplayer combat tailored for the PS Vita,54.74884158382524,,,,,,
76,5311,F1 Race Stars,"[6, 9, 12, 41]","[10, 14, 33]",Missing,Get ready to experience Formula One cars teams and circuits like never before with F1 Race Stars from Codemasters Racing the home of the series of HD official Formula One games F1 Race Stars is a fasttothefun arcade racing game featuring the official cars teams and circuits as theyve never been seen before Drivers including Lewis Hamilton Fernando Alonso and Sebastian Vettel have been transformed into personalitypacked heroes bursting with charm and character and stunning Formula One locations have become exhilarating racing theme parks designed for speed and wheeltowheel competition,52.24392148181469,14.36,20.31,24.7,61.0,26.0,21.0
77,25268,Saints Row: The Third - The Full Package,"[6, 9, 12, 130]","[5, 10, 31]",Missing,Features  From the ingenious minds that brought you all those Saints Row games comes the ultimate Saints Row compilation THQ and Volition Inc proudly present Saints Row The Third  The Full Package  This premier edition includes awardwinning Saints Row The Third all three downloadable mission packs and more than 30 bonus DLC items With every weapon every vehicle every outfit go over the top off the reservation and to places where no decent game should go Strap it on all the way  INCLUDES MORE THAN 50 IN BONUS CONTENT  Three mission packs and more than 30 bonus DLC items from such hits as the Shark Attack pack Witches  Wieners pack and the Genki Girl Vehicle pack This is the definitive Saints Row The Third experience,50.10398010468514,,,,,,
78,9415,Real Boxing,"[6, 34, 39, 46]","[4, 14]",Missing,Real Boxing features ultrarealistic motion capture from real boxers with amazing graphics youll be sure to feel every hook jab and uppercut Train your fully customizable boxer and seek glory in career mode or duke it out with other players in a deep and satisfying local and online multiplayer modes,50.0,4.44,5.22,5.29,47.0,10.0,30.0
79,9123,When Vikings Attack!,"[9, 46]",[4],Missing,When Vikings Attack plays like an arena melee brawler game The only hard rule is that throwing objects are only allowed Players control a small group of civilians fighting hordes of vikings The objective is to pick up objects and throw to knock out enemies Every vikings and civilians are fragile to every strike from a thrown object and will be knocked out in one hit Each time an object collides with a figure theyre knocked out and excluded from the group but larger or wide objects may even knock out an entire group resulting in the player being eliminated Lost civilians can be replaced by recruiting stray people roaming field The game also features special items to be thrown such as explosive bombs for an area of effect attack,49.97110196751677,,,,,,
