first_release_date,id,name,platforms,summary,storyline,genres,rating,main,extra,completionist,review_score,review_count,people_polled
1135814400,1506,Front Mission 5: Scars of the War,[8],Front Mission 5 Scars of the War is the fifth in Squares Front Mission tactical RPG series It brings the player back to a gritty futuristic world in which conflicts are waged between five world powers the USN OCU EC OAC and the Republic of Zaftra Such conflicts are waged with the wanzer Front Missionspeak for mecha  Gameplaywise the game is a true return to Front Mission 2 roots while incorporating various features from Front Mission 1 3 and 4 The player takes part in turnbased missions which pit their group of wanzers against enemy forces Old features that have returned include the ability to upgrade parts and mission branching New features to Front Mission 5 include friendly fire and the ability to recruit new pilots,The plot of Scars of the War revolves around USN soldier Walter Feng When Huffman Island is deemed ready for colonization by the United Nations in 2065 Feng becomes one of the islands first immigrants Living in Freedom City Walter befriends two other children  Randy ONeill and Glen Duval The three boys experience firsthand the realities of war during the outbreak of the 1st Huffman Conflict in 2070 Walter and Glen are literally scarred by shell casings during a battle in Freedom City The three boys were separated at the end of the war when the USN forcefully repatriates Walter and Randy and Glen is forcefully repatriated by the OCU The three reunites during a peacekeeping operation as soldiers for their respective armies during the Huffman Crisis in 2086 Upon seeing Glen pilot a wanzer Walter and Randy sign up for the USN Armys wanzer training program As tensions between the OCU and USN elevate to a new high from the Larcus Incident the two men qualify as wanzer pilots  However on the same day they qualify Walter and Randy are sent off to fight in the 2nd Huffman Conflict During the invasion of Freedom City they encounter Glen in the suburbs of city and defeat him Feng and ONeill visit Duval before he is shipped off to a POW camp A year later the three face off again on the battlefield  this time Glen easily defeats his friends However instead of showing mercy Glen kills Randy inside his cockpit block A ceasefire between the OCU and the USN is declared shortly after he escapes Traumatized by the experience Walter cleans up Randys quarters in an attempt to move on with life Seeing an application form for the Strike Wyverns assault unit Feng signs the form and undergoes intensive training He passes the test and joins the unit where he meets his old friend Edward Collins and new commanding officer Lynn Wenwright who happens to be his childhood sweetheart  Over the next few years Walter participates in numerous military operations and begins to take an interest in the conflicts he gets involved with From Zaftras struggles involving natural resources to proindependence movements in the OCU Feng gets drawn into a global war between nationalism and globalization that has been ongoing for decades At the heart of this conflict is the Grimnir  a terrorist organization aimed at destabilizing the supranational unions and return to a world governed by nationstates,"[12, 15, 16, 24]",Missing,36.08,40.63,50.0,76.0,10.0,8.0
1135209600,479,Metal Gear Solid 3: Subsistence,[8],Metal Gear Solid 3 Subsistence continues the Metal Gear Solid series tradition of followup enhanced international version releases  Subsistences online multiplayer component titled Metal Gear Online consists of five tournamentstyle game modes each with a capacity of up to eight players This mode pits players each playing as a generic soldier against each other in deathmatch battles and variations of capture the flag using stages items maneuvers and units such as the KGB GRU or Ocelot Unit from the main game,Missing,"[5, 24, 31]",92.22441261097754,15.93,19.11,28.93,94.0,442.0,457.0
1135209600,1221,Kingdom Hearts II,[8],Kingdom Hearts II is an action roleplaying game and the primary entry to the series since the 2002 Disney Interactive and Square collaboration The games setting is a collection of various levels referred to ingame as worlds that the player progresses through As in the first game it II allows the player to travel to locales from various Disney works along with original worlds specifically created for the series,One year after the events of Kingdom Hearts Chain of Memories Sora Donald and Goofy awaken in Twilight Town Bent on the quest to find Riku and King Mickey Mouse the three begin their journey However they soon discover that while they have been asleep the Heartless are back Not only that but new enemies also showed up during their absence Sora Donald and Goofy set off on a quest to rid the world of the Heartless once more uncovering the many secrets that linger about Ansem and the mysterious Organization XIII,"[12, 31]",88.41190218305394,32.02,42.93,68.63,88.0,805.0,704.0
1134604800,43492,Need for Speed: Most Wanted - Black Edition,"[6, 8, 11]",In Need for Speed Most Wanted you can try to become the most notorious street racer alive Outrun both racers and cops to increase your reputation and move up the street racing blacklist You can choose from a variety of vehicle types and destructible urban maps featuring shortcuts traffic and patrolling police Need for Speed Most Wanted also includes online play for challenging other gamers,Missing,[10],87.87880701102509,nan,nan,nan,nan,nan,nan
1134604800,1207,Tales of the Abyss,[8],This entry in Namcos popular Tales series takes place in a world where prophecies clue people in to future happenings Tales of the Abyss boasts a revolutionary new free roaming battle system allowing players to move anywhere on the battlefield a first in the Tales series which brings new depth to the intense highaction battles that Tales games are knows for,Tales of the Abyss will follow the story of the young aristocrat Luke fon Fabre Kidnapped seven years ago Luke returns to his family with no memories of his life before Suddenly Luke is thrust into the outside world and caught in the workings of the Order of Lorelei and the Oracle Knights who serve as keepers of the prophecy known as the Score He must learn of the power of friendship and feel the pain of sacrifice Lukes actions could save the world or destroy it,[12],82.45501897028365,48.34,62.58,109.59,84.0,334.0,430.0
1134000000,9886,Metal Gear Acid 2,[38],An All New Acid Trip  Metal Gear Acid 2 enhances the card based tactical gameplay of the original game while delivering even more explosive action from the Metal Gear universe Featuring overthetop visual effects deeper strategic gameplay and a new tutorial mode Acid 2 is the best portable Metal Gear game to date,Missing,[15],79.61178951942497,14.08,19.34,28.93,77.0,34.0,34.0
1135987200,1813,Dragon Quest II: Luminaries of the Legendary Line,"[34, 37, 39, 48, 55, 130]",This game allows the player to control more than one character and it is the first one in the Dragon Quest series to do so The player controls his or her characters as they move in the game world They can search treasure chests talk and trade with villagers equip weapons and armor and cast spells,Missing,[12],79.39938823078538,16.12,17.66,18.78,67.0,284.0,311.0
1135987200,20509,Zuma Deluxe,"[6, 9, 11, 12, 14, 49, 55]",Survive the ancient temples of Zuma the critically acclaimed actionpuzzler from PopCap Deep in the jungle lie hidden temples bursting with traps and trickery and its up to you to uncover their treasures Fire magical balls from your stone frog idol to make matches of three or more and clear the deadly chain before it reaches the golden skull Think fast and aim smart or youll be history in this actionpacked puzzle challenge,Missing,"[9, 33]",77.56364430187776,5.66,7.91,8.75,69.0,34.0,30.0
1134604800,24275,Mega Man: Maverick Hunter X,[38],Mega Man Maverick Hunter X known as Irregular Hunter X in Japan is an enhanced remake of the original Mega Man X game released for the PlayStation Portable in 20052006 The game is also compatible and crossplayable with the PlayStation Vita via a PSN Download which was released at the PlayStation Vitas launch on February 15 2012 It has several new features and several redesigns,Unlike Mega Man Powered Up Maverick Hunter X is a reboot to the X series that has many changes to the story that completely disconnect it to the original timeline It was the intention of Keiji Inafune to completely redo the first six games of the Mega Man X series but this project was discontinued due to poor sales of Maverick Hunter X  These are some examples of the continuity with the rest of the series being ignored  Dr Cain discovered X many years ago as opposed to months and is artificially extending his life via mechanical support to oversee the Reploids He also fears he does not have long to live Towards the end of The Day of Sigma a missile also destroys his home in Abel City  with him inside it although it is left ambiguous as to whether Cain had actually died or not  Viles story barring his flashback to Sigmas release of him from his cell is merely considered a whatif scenario as it conflicts with Xs game However the line by Sigma to retrieve Vile seems to foreshadow his remodel in Mega Man X3  Dr Lights reasons for sealing X are completely different from the version previously established In the original storyline Dr Light sealed X in a special capsule that would basically test his moral integrity because it would be necessary to determine whether X would ultimately make the right decisions when he entered the world However in Maverick Hunter X Dr Light is already confident with Xs moral integrity but seals him up because he believes mankind is not ready for him just yet  Sigmas personality is depicted quite differently than in other games Here he is obsessed with the evolution of Reploids which somewhat reflects his attitude in Mega Man X8 and is fascinated with Xs potential rather than truly wishing to overcome the humans He even directly states to Vile he plans to go Maverick to test Xs abilities and bring out his true power and instructs Vile to help him incite rebellion to help achieve this As such he also seemed to have gone Maverick of his own free will although his statement when releasing Vile that he needed someone who could go Maverick of his own accord in the opening to Vile Mode implies that this might not necessarily be the case  On a similar note his interactions with X before the final battle are slightly different from the original where he had been expecting Zero to arrive and was slightly annoyed that he was about to face X instead before ultimately realizing upon Velguarders defeat that Zero may have chosen X to fight Sigma for a reason while in the remake he was shown to be genuinely expecting X to arrive and hoping he did in fact meet the qualifications to face him,"[8, 31]",77.3017264810061,nan,nan,nan,nan,nan,nan
1134000000,2059,Yakuza,[8],Just as Kazuma a former rising star in the Yakuza emerges from prison after a murder coverup 10 billion yen vanishes from the Yakuza vault forcing him once again into their brutal lawless world A mysterious young girl will lead Kazuma to the answers if he can keep her alive,The game follows the story of Kazuma Kiryu Darryl KuryloTakaya Kuroda a yakuza whose life changes when his boss Sohei Dojima attempts to rape Kiryus childhood friend Yumi Sawamura Eliza DushkuMiyako Uesaka When Dojima is murdered by Kiryus best friend and fellow yakuza Akira Nishikiyama Michael RosenbaumKazuhiro Nakaya Kiryu accepts blame for the murder and is imprisoned for ten years During his incarceration Kiryu is expelled from his organization the Tojo Clan and Yumi goes missing After his release he learns that ten billion yen has been stolen from the Tojo Clans private bank and that the entire Japanese underworld is now searching for the lost wealth,"[4, 12, 13, 14, 25, 31]",77.25626062350555,14.05,18.71,30.55,79.0,191.0,250.0
1135209600,19626,Naruto: Ultimate Ninja 3,[8],NARUTO Ultimate Ninja 3 makes leaps in the franchise with a host of firsts for the series Players can now live through and be a part of all the major events that defined Story Arc 1 in Heroes History mode Also ninjaintraining can customize their characters with the Ultimate Jutsu which gives them that extra bit of edge during battle and allows them to earn points towards upgrading their strength defense chakra agility and other special abilities Turn playable characters into more powerful ninja of unprecedented size or summon giant creatures as allies with the new Summoning mode In addition NARUTO fans throughout North America can experience the game in both English and original Japanese voice over In keeping with the tradition of the series an exclusive and original story has players exploring the massive 3D rendered Hidden Leaf Village participating in battle royale matches and completing more than 55 missions The experience doesnt stop there as tons of unlockable content are available to offer loads of replay value including movies music and cards,Missing,[4],73.99706723031579,4.93,14.72,87.18,73.0,78.0,42.0
1134000000,24148,SOCOM: U.S. Navy SEALs Fireteam Bravo,[38],SOCOM US Navy SEALs Fireteam Bravo is the first SOCOM game for the PSP from Zipper Interactive The game supports up to 16 players at a time voice chat and a variety of modes,Missing,[5],69.83453245433294,6.8,0.0,0.0,69.0,7.0,9.0
1135209600,6455,Me & My Katamari,[38],The King of All Cosmos and the Royal Family decide to take some time off from their celestial construction and travel to Earth for a wellearned for the Prince at least tropical summer vacation on their own sunny island Unfortunately the Kings overexuberance creates a tsunami that strikes and devastates nearby Paradise Commonwealth Island One of the residents a turtle washes ashore next to the Royal Family and tells them his tale The King then decides to make new islands for the animals of the Commonwealth with several katamari Similar to the previous Katamari titles the King sends the Prince to the Sunflower Continent which is full of the paraphernalia used to create new landmasses,Missing,"[9, 15, 31]",68.4145937994676,6.22,7.08,13.31,69.0,49.0,28.0
1134086400,19843,EyeToy: Play 3,[8],EyeToy Play 3 contains a set of over 50 different games you can play with the help of a USB camera connected to Playstation 2 Amount of players can vary from 14 players and the game is suitable for people of all ages  EyeToy Play 3 provides single player challenges such as Ghost Grab where you enter a ghost house and try to catch ghosts while trying to avoid objects thrown at you and Boot Camp where you try to pass the different challenges thrown at you such as running through an obstacle course or following sergeants orders Additionally for someone preferring slightly less intense action there is music conducting and working in a beauty salon  However when two or more players are included many more games open in party mode such as Monkey Rampage Kitty Loves Me and Athletics with bowling American football and such These party games are fastpaced and usually all 4players can play on the screen at the same time,Missing,"[14, 33]",67.70383309121007,0.0,0.0,0.0,59.0,7.0,0.0
1134000000,11292,Rogue Galaxy,"[8, 48]",Rogue Galaxy is an action role playing game set in a futuristic fantasy universe in which the player moves through a continuous environment with no load time between overworld exploration and battles Battles occur as random encounters Rogue Galaxy uses a realtime hack and slash combat system in which the player fights with a party of three characters The player has direct control over only one character although they can change which character that is at any time The two NPCs fight independently of the player character based on a strategy selected prior to the battle Available strategies include fighting especially aggressively targeting a specific enemy or not fighting at all The strategy can also be changed at any time during the battle Additionally the player can issue specific orders to the NPCs during combat such as having them use an item or activate one of their special abilities,Missing,"[12, 31]",67.12088697462664,38.27,61.21,109.09,76.0,138.0,151.0
1134000000,22458,The Lord of the Rings: Tactics,[38],Return to Middleearth in this tactical RPG and decide the fate of The Third Age Build a Fellowship of heroes or create a force of evil with hundreds of skill weapon and ability upgrades Send your armies into battle across legendary locations from the film trilogy and JRR Tolkiens fiction A simultaneous turnbased multiplayer system delivers a combat unrivaled by any Tactics game The board is set the pieces are in motion Middleearth awaits you,Missing,"[15, 16]",66.11722230076765,3.15,7.75,14.54,52.0,9.0,5.0
1134604800,37047,Ape Academy 2,[38],Ape Academy 2 is the sequel of Ape Escape Academy The game consists of using a deck of of cards to battle your oponents and reduce their stamina The cards use a Rockpaperscissors system in which the winning card will apply a penalty to the oponent In order to apply the penalty you need to win a minigame To be able to use cards you need an equal or higher numbers of banana specified in the number of the card You will be rewarded with a new card whenever you win an opponent After beating some you can unlock bosses and new islands in which you will find more bosses and oponents until you defeat the antagonist,Missing,[16],59.55599054491432,nan,nan,nan,nan,nan,nan
1133827200,22565,Prince of Persia: Revelations,[38],Prince of Persia Revelations is the PSP port of Prince of Persia Warrior Within The port featured a some bonus content including bonus levels and some extra artwork unlocked in those The rest of the levels and gameplay is pretty identical to Prince of Persia Warrior Within with minor to no differences The game also has considerably lower quality of both graphics and textures thanks to the memory limitations of the PSP,The game follows the exact same story as its main version the bonus levels dont add anything to the plot even though they contain some interesting elements that indicate that something may have been in the script but that was cut from the final version,"[8, 25]",58.80578283011694,10.45,0.0,0.0,66.0,9.0,2.0
1135209600,2581,Super Dragon Ball Z,"[8, 52]",Based on the arcade game this is a fighting game in the Dragon Ball Z universe developed by Craft and Master whose team members include former Street Fighter producer Noritaka Funamizu Super DBZ is a cellshaded fighter featuring your favorite Dragon Ball characters Each character has his own special abilities with Frieza making use of warps and Trunks using swords for upclose attacks The game uses a four button setup Two buttons are reserved for strong and weak attacks One button is used for guarding with another used for making your character jump The guard and jump button can be pressed together to execute a dash move Super DBZ features both groundbased and airbased fighting Stages are multilayered and you can move between different areas taking the fight to an area thats more advantageous to your character,Missing,[4],58.58750332062698,4.44,6.66,11.25,61.0,26.0,10.0
1134604800,124491,Konjiki no Gash Bell!! Go! Go! Mamono Fight!!,"[8, 21]",Konjiki no Gash Bell Go Go Mamono Fight Konjiki no Gasshu Beru Gō Gō Mamono Fight Golden Gash Bell Go Go Demon Fight is a video game for PlayStation 2 and GameCube which was developed by Eighting and was published by Bandai on December 15 2005 The fighting gameplay style is similar to Super Smash Bros with fourplayer multiplayer as well as few other video games like Konjiki no Gash Bell Unare Yūjō no Zakeru Dream Tag Tournament,Missing,[4],56.0,0.0,0.0,0.0,0.0,0.0,0.0
1134604800,85653,Exit,"[12, 38]",Exit is a actionpuzzle game first released in Japan and later in other parts of the world The basic premise is to lead the main character Mr ESC an escapologist out of hospitals underground facilities offices and other buildings within the given time limit Along the way the player will be hindered by obstacles such as fires earthquakes floods or even meteor showers Sometimes the player must also help trapped individuals escape which will take quick thinking and planning ahead to exit the building successfully,Missing,"[8, 9, 33]",53.0,6.33,13.82,15.0,71.0,7.0,6.0
1134000000,24145,Karaoke Revolution Party,"[8, 11, 21]",Along with singing the songs Karaoke Revolution Party also requires players to hit their marks on the pads as well as the notes on the screen Along with the trademark vocal lines that scroll across the screen there are now occasional directional arrows to tell gamers when to jump on a particular direction This is far from the aerobic insanity of the DDR games which can easily build up a sweat as dancers frantically try to keep putting their feet in the right place Instead the mode offers more of a light choreography addition to the game Instead of the usual three dozen songs that the previous games have included KRP sports 50 tracks that include some classics like Sweet Caroline and Do You Really Want To Hurt Me as well as modern hits like Crazy in Love and I Dont Wanna Be,Missing,"[7, 13]",30.0,0.0,0.0,0.0,80.0,1.0,0.0
1133740800,4014,Momotaro Dentetsu 11: Black Bombee Shutsugen! no Maki,"[8, 21]",Missing,Missing,Missing,25.0,nan,nan,nan,nan,nan,nan
