,id,name,platforms,storyline,summary,genres,main,extra,completionist,review_score,review_count,people_polled
97,247242,Hell of a Racket,[6],Missing,Play as a fallen angel seeking redemption by punishing satanic worshipers who dont play the holiest of sportstennis Use your blessed racket to wreak havoc and show these satanic practices have no standing in Gods land  Hell of a Racket is a unique twist on an oldschool genre FirstPerson Shooter No FirstPerson Swinger Engage with enemies in a unique way by reflecting projectiles at them with your racket or simply smacking them Jump dash run or wallclimb your way around the arena and kill your enemies as you work your way to the final boss Pickle Ball Satan,[5],,,,,,
98,247240,Just Find It,"[6, 14]",Missing,Put your observation skills to the test in Just Find the Difference,Missing,,,,,,
99,247225,Rescue Team: Magnetic Storm,[6],Missing,You find your world in danger once again but this time by unprecedented natural disasters caused by intense solar activity As you navigate a city in chaos youll act as the head of a team of rescuers tasked with helping people in need,"[15, 31, 32]",,,,,,
100,247181,Medusa VR,[6],Missing,Medusa the Croatian word for jellyfish Medusa VR is 10 minute solodeveloped VR film Join Russel and Zlatan  two Croatian actors in Califonia for a coffee by the canal as they discuss grief change and loss When on strange shores would you swim with Medusas,[32],,,,,,
101,247180,Grant of God,[6],Missing,This is a synchronous turnbased card battle game where you build your card deck through the combination of characters weapons and equipment to meet any challenge welcome to my worldthe land of godgrant,"[15, 32]",,,,,,
102,247163,IndependAnt,[6],Missing,Explore the vast Living Room to find food for your struggling ant colony in this cute and casual collectathon,[31],0.28,0.58,0.65,62.0,3.0,4.0
103,247162,Antbassador,[6],Missing,Take control of The Antbassador a giant human finger with a tophat as he makes his way through a bustling ant colony You must use your prodigious digit to help the citizens of Antopia without causing an international incident,"[13, 31, 32]",0.1,0.12,0.0,67.0,5.0,6.0
104,247160,Snakedate,[6],Missing,Welcome to Charmr the premier dating app for snakes Looking for love Cruise around the club and wrap around your dates to show your affection,[32],0.08,0.0,0.0,50.0,2.0,3.0
105,247148,Brave Adventurer,[6],Missing,Brave Adventurer  The story of a vagabond who travels through Middleearth and is the victim of an attack by bandits resulting in serious injury You enter the world of demons through the use of dark magic,"[31, 32]",,,,,,
106,247146,Rest House III: Chlorophilia,[6],Missing,Explore Rest House III intriguing world and step into a dark and wet Chlorophilia Psychological first person adventure All the population moved to the capital You are special correspondent of the famous journal Disaster What will happen to the earth in the future Psychological human dilemmas,"[13, 31, 32]",,,,,,
107,247119,200 Tolerance,[6],Patience is over We cant be stopped Arcade about fighting for freedom In 200 Tolerance you will take control of 3 real heroes who are tired of corruption lawlessness and war in a dystopian country Save people from the clutches of bandits fight corrupt police officers with sabotage and public condemnation the main task of the player is to destroy the central building of the countrys traitors,When everything is tired and it cant go on like this anymore Improve three characters fight the regime in this dystopian arcade,[33],,,,,,
108,247096,Uldor Dread Arena,[6],The Dread King formerly emperor Draga has summoned forth a horde of undead minions to test your strength You find yourself in the arena surrounded by a cheering crowd of skeletons as wave after wave of increasingly difficult enemies enter to face you,Uldor Dread Arena is a 3d roguelite where you face off against endless waves of the undead minions Players choose from one of multiple characters with varying stats and weapons and after each wave you are able to upgrade stats weapons or unlock special abilities,"[12, 25]",,,,,,
109,247094,A Kiss From Death,"[6, 14]",Missing,1905 Sal Island Cape Verde  Lucinda a curious 7yearold girl meets a strange and mysterious child at the cemetery Despite their eerie personality Lucinda finds herself drawn to the childs captivating presence and befriends them However their friendship is shortlived when she moves away to a different island  Fastforward to years later as Lucinda returns to her hometown to get married she is shocked to see her old friend again But as she delves deeper into the past she realizes that her friend is not who they seem to be and their reunion brings with it a trail of unsettling secrets and revelations related to their separation and to her own destiny,[34],0.0,0.0,0.0,0.0,0.0,0.0
110,247083,Cave Crawler,[6],Missing,Cave Crawler is a short horror game where you pilot a drone into a cave and discover something horrible,"[2, 32]",0.52,0.53,1.23,75.0,2.0,3.0
111,246957,Barro T23,[6],Missing,The new gen for the T version,"[10, 32]",,,,,,
112,246952,Bone Boy,"[6, 14]",Missing,Feeling bad to the bone Shred through the body as Bone Boy  learn rad tricks help your friends and collect epic hats along the way Get out there and tear it up kid,[32],,,,,,
113,246947,Madness Chambers,[6],Missing,Madness Chambers is an incredibly addictive and action packed physics platform shooter,"[15, 32]",,,,,,
114,246925,Stickman and the Sword of Legends,[6],Missing,Stickman needs to get the Sword of Legends to be able to leave his planet that is about to explode,"[31, 32]",,,,,,
115,246924,"Don't Take It Personally, I Just Don't Like You",[6],Missing,The lofi anime dating sim to cry to A love letter to cassette tapes old computers and unrequited romance,"[13, 32]",,,,,,
116,246922,Cult of the Lamb: Heretic Pack,"[6, 49, 130]",Missing,Show your devotion to the Old Faith with Cult of the Lamb Heretic Pack This cosmetic set includes new Follower forms a set of dastardly decorations for your Cult and Fleece of the Old Faith for the Lamb to wear,"[15, 31, 32]",,,,,,
117,246915,Green Reaper,[6],Missing,Play as Rubin a rose ensorcelled by the goddess Antheia and entrusted with her sacred scythe Mushroom marauders have invaded the greenhouse targeting the garden goddess and choking the life out of her children It is your duty to traverse the expanse of the greenhouse and slay these invaders,Missing,0.31,0.0,0.0,62.0,8.0,11.0
118,246901,PowerWash Simulator: The Muckingham Files,"[6, 48, 49, 130, 167, 169]",Missing,The Muckingham Files will take you to neverbeforeseen places from the original universe of the base game with new characters locations and stories Get to know more about your stomping ground and its inhabitants as the most indemand power washer in town,Missing,,,,,,
119,246885,Perquisite Strata X,"[3, 6, 14]",Missing,A Boomcompatible port of the exclusive levels found in the PSX port of DOOM,[5],,,,,,
120,246882,Waves Running Simulator,"[6, 130]",Missing,Have you seen the enormous waves destroying the planet If not you are in the right place In Waves Running Simulator you have to escape from the tsunami as fast as possible,"[9, 15, 31, 33]",,,,,,
121,246865,Auto Mechanic Sim,[6],Missing,Auto Mechanic Sim is an exciting game that puts you in the drivers seat of a car service business,"[10, 13, 14, 15, 32]",,,,,,
122,246859,Amalgamare,[6],Missing,In this 2D horror adventure game play as the protagonist May as she is siphoned into a horrific new world on Halloween night In a brave feat of love for her cat Matilda May embarks on a gruesome journey through an otherworldly environment where she must utilize her wits to find her way out,"[31, 32]",,,,,,
123,246858,3D Puzzle: Vintage House,"[3, 6, 14]",Missing,Collect a 3D puzzle transferring things to the right places to create a beautiful house,"[12, 13, 14, 15, 31, 32]",,,,,,
124,246857,Cruo Domine,[6],Missing,Survive in a hostile space environment with randomized damage drop and enemy strength Adjust difficulty yourself dynamically with upgrading weapons but be careful not always the upgrade succeeds,"[12, 13, 15, 31]",,,,,,
125,246856,Day Of Dead,[6],Missing,Day Of Dead is a casual game with the theme of terror The game simulates a pinball machine The player controls the left and right baffles to hit the marbles out so as not to let the marbles fall into the middle hole,[32],,,,,,
126,246855,Cursed House Match 3 Puzzle,[6],Missing,One of the most innovative Match 3 games with 10 unique mechanics you wont see in other games Use your Match 3 skills to banish evel spirits,Missing,,,,,,
127,246853,Cluster Tower,[6],Missing,Cluster Tower is an Arkanoidstyle game where youll have to help a skeleton return to the tower and reclaim its rightful place at the top,[32],,,,,,
128,246847,Don Duality: Initiation,[6],Missing,Don Duality Initiation is a Prologue version of the game where you will experience a thrilling 9day journey to the top Send gangsters to collect debts rob banks and launder money through your restaurant,"[15, 32]",0.0,0.0,0.0,0.0,0.0,0.0
129,246840,Hentai Maid Memories,[6],Missing,Hentai Maid Memories is a relaxing puzzle game Flip tiles and find their match to reveal the sexy maid art beneath 20 beautiful girls are waiting for you,Missing,,,,,,
130,246839,Hidden Cats in Medieval Times,[6],Missing,Can you find all the hidden cats in this medieval city More than 100 cats needs to be found Sit back relax and explore this beautifully handdrawn city,"[31, 32]",,,,,,
131,246832,Fish 'N' Chips,[6],Missing,A fisherman must find his cat Chips Take up the challenge swing through the levels and save your friend,"[31, 32]",,,,,,
132,246829,G.O.P.O.T.A,[6],Missing,And youre a chubby guy,"[13, 32]",,,,,,
133,246826,Kreeps,[6],Missing,Kreeps is a tower defense game where you choose how your towers and the enemies scale as the game progresses Use any combination of 7 different types of towers and weapons to defend against the growing Kreep horde,[15],,,,,,
134,246825,LaborSurviveManual,[6],Missing,2D pixel TPS game Through the keyboard control move and attack Defeat the enemy gain experience to upgrade and strengthen weapons to live as much as possible,"[15, 32]",,,,,,
135,246820,"Jump Up, Jerry!","[3, 6, 14]",Missing,Jump Up Jerry is an arcade platformer where you have to jump your way through different types of cable cars and enemies in order to reach for your highest score,"[8, 32]",,,,,,
136,246819,Invasion: Family Ties,[6],Missing,Rick travels to Indiana to visit his mother but during his stay unexpected events occur that lead him on a thrilling adventure However little does he know that a major threat looms on the horizon that will change everything Will Rick be able to save the day and protect those he cares about,[31],,,,,,
137,246816,I Commissioned Some Frogs,[6],Missing,The brief was simple Artists were commissioned to create a fantasy world and hide as many frogs and flies as they can inside it Now its your job to find them all With 15 art pieces to choose from and 1500 hidden objects you will have a lot of searching to do,[32],,,,,,
138,246814,Hyper Hentai Bikini Party,"[3, 6, 14]",Missing,Hyper Hentai Bikini Party is a relaxing puzzle game With the theme of bikini and multiple unique sexy girls Enjoy sexy girls pictures and relaxing music to complete the puzzle,"[15, 32]",,,,,,
139,246813,Lichkeeper,[6],Missing,Build traps and fling magic to protect the crystal heart that holds your immortal soul from an onslaught of wizards who are hell bent on destroying you,"[31, 32]",,,,,,
140,246799,Puncherman!: First Day,[6],Missing,Puncherman First Day is a firstperson comedy physics dad simulator where you play as a retired FPS herogenerally manly man trying to become the best dad ever One problem the only way he can interact with the world is with an incredible punch Use your fists of fury to prove your heart of gold,"[31, 32]",,,,,,
141,246798,Poly Jigsaw: Dinosaurs,[6],Missing,Poly Jigsaw Dinosaurs is a traditional style jigsaw puzzle game with a dinos,[32],,,,,,
142,246792,Sea Dove,[6],Missing,The man in the black sphere needs you to catch him some fish but to what end,"[31, 32]",,,,,,
143,246791,Serene Hike,"[6, 130]",Missing,Serene Hike is the perfect game for anyone looking to unwind and escape from the stresses of daily life With its beautiful graphics and tranquil atmosphere youll feel like youre really in the heart of the forest So why wait Start your journey today and experience the serenity of Serene Hike,"[8, 31, 32, 33]",,,,,,
144,246789,Shovelboy,[6],Missing,Shovelboy is a retrostyle platformer where you have to collect shovels in 21 increasingly difficult small levels How fast can you go,"[8, 32]",,,,,,
145,246787,Skiing Frenzy,[6],Missing,Its skiing day Skiing Frenzy is a 2D topdown retrostyle ski game where you can play Slalom and Free Ski modes each one giving you different challenges and lots of fun,"[14, 32]",,,,,,
146,246786,Sky Division,"[3, 6]",Missing,Lost on a desert island with a wounded enemy pilot and no resources can you cooperate even though you are enemies or will you kill each other Sky division is a visual novel that deals with themes such as the meaninglessness of war and unrequited love,[31],,,,,,
147,246773,Inochi no Nai Uta,"[6, 14]",Missing,Experience 7 games like enjoying a music album An omnibus work featuring a dark and mysterious world view with the theme of death and life and a unique game system with a music player motif,"[31, 32]",,,,,,
148,246772,Alter Ego,[6],Winona is the perfect girlfriend Shes so giving and kind and the light of Reeses life  until one day she winds up dead in Reeses kitchen Reese is accused by a gargantuan tiger named The Judge of murdering Winona and stumbles through a mindscape of her own making exploring old memories and feelings about Winona in order to find the true culprit behind Winonas death,Alter Ego is a 2D pointandclick narrativebased adventure game featuring psychological elements Explore two levels with atmospheric environments solve puzzles and use your inventory items to uncover the mystery behind Reese and Winonas relationship and find the real culpritif there is one,"[2, 9, 31, 32]",8.88,9.12,9.35,58.0,14.0,17.0
149,246771,Fantasy Fighters,[6],Missing,Prepare for epic battles in Fantasy Fighters Choose your faction plan your moves and unleash devastating attacks on your opponents in local multiplayer Explore a rich world filled with engaging characters,"[15, 32]",,,,,,
150,246765,Mine,[6],Missing,Mine is a horror game in the style of back rooms Accompanied by an excellent visual it will allow you to plunge into the nightmare happening around the hero Realistic camera and sounds complement your emotions And monsters will create tension and make you pretty scared,"[12, 13, 31, 32]",,,,,,
151,246764,Rainy Day,[6],Missing,Rainy Day is a point and click adventure game that contains our beautiful and sad memories,"[31, 32]",0.5,0.0,0.83,70.0,1.0,2.0
152,246759,StarCore Legacy,[6],Missing,Remake to 2016s Legends of the Universe  StarCore a Metroidvania style ActionPlatformer with several abilities enemies and areas to explore,[32],,,,,,
153,246680,Plastic Tape,"[3, 6, 14, 82]",Missing,Snapshots of a life through bandages  You start your new life abroad with your phone and an opened box of eight bandages in your bag,"[32, 34]",,,,,,
154,246676,Recognition Test 23,[6],Missing,3 Phases 21 Questions Are you ready,"[2, 13, 32]",,,,,,
155,246657,Sorcerer's Choice: Angel or Demon? Steam Version,[6],Missing,Sorcerers Choice Angel or Demon is a dark fantasy visual novel that tells the story of a boy called Lucil the grandson of a great magician After his house is attacked by a mob his grandfather teleports him to safety Burned and battered Lucil is aware of two beings standing over him one of Light and one of Darkness  Which hand will he take What fate awaits him when he chooses,"[13, 31, 34]",,,,,,
156,246651,Doki Doki Dollmaker,"[3, 6, 14]",Nothing lasts forever  at least thats what young Lyle has come to believe Forced to move away from home with his older brother Lyle finds himself in a new town far away from a painful past and heading toward a lonely future When he finds comfort in making dolls using a mysterious sewing kit he soon discovers that his life will be anything but lonely Be immersed in this heartfelt tale of love and discover what it means to find yourself no matter who or what is willing to lend a hand,Doki Doki Dollmaker is an indie boys love visual novel Make decisions on behalf of Lyle to steer the story in different directions and experience multiple endings,"[32, 34]",,,,,,
157,246632,Xel: Breaking Time,"[6, 130]",Missing,A new chapter of Reids story awaits Travel back in time to the XEL meet old friends make new ones and change the future  Breaking Time picks up right after the dramatic conclusion of XEL Can Reid change the fate with her new powers Or will she undo everything out of another selfish urge Take a plunge into XELs past defeat new bosses and master new puzzles Ready your gadgets and follow Reid on her new journey,[12],,,,,,
158,246618,The Sims 4: Greenhouse Haven Kit,[6],Missing,The Sims 4 Greenhouse Haven Kit,[13],,,,,,
159,246606,Thriving City: Song,[6],Thriving City Song is a citybuilding simulation game set in ancient China with rich historic story and strategy elements As the mayor youll need to help the townspeople settle down cultivate the land and expand the city More than that however you must ensure your people live in peace and prosperity by providing food and other necessities lending the people your ear preventing disasters and lowering the crime rate How to respond in the face of crisis is down to you When the emperor issues a national mandate an enemy state invades your homeland or conflicts between factions threaten city developmentwhat strategy will you adopt How will your decisions change the course of history forever,In 960 AD the Zhao Song Dynasty was established As the mayor youll need to help the townspeople settle down cultivate the land and expand However when the emperor issues a national mandate conflicts between factions threaten city developmentwhat strategy will you adopt,"[13, 15]",0.0,0.0,0.0,0.0,0.0,0.0
160,246605,Square Enix AI Tech Preview: The Portopia Serial Murder Case,[6],Missing,This software is an educational demonstration of Natural Language Processing NLP an AI technology as applied to the adventure game The Portopia Serial Murder Case created by Yuji Horii and first published in Japan in 1983 At the time of the games original release most adventure games were played using a command input system where the player was asked to type in text to decide the actions of their character Free text input systems like these allowed players to feel a great deal of freedom However they did come with one common source of frustration players knowing what action they wanted to perform but being unable to do so because they could not find the right wording This problem was caused by the limitations of PC performance and NLP technology of the time,"[2, 31]",,,,,,
161,246604,I Would Rather Have Cake,"[3, 6, 34]",Missing,Created for O2A2 Queer Jam  Theres a girl and a pastry chef They talk about cakes Its cold,[34],,,,,,
162,246571,Deceive Inc.: Misery Empire,"[6, 167, 169]",Missing,A ghost from Aces past has returned to break hearts and take names in Misery Empire Deceive Incs first seasonal catalog update Featuring tons of gameplay improvements and fixes over 50 exclusive new items to unlock and Red  the devilishly charming new Scoundrel Agent,"[5, 24, 32]",,,,,,
163,246561,Hazama_Queen,[6],Demons overflow onto the earth and people are just waiting to be overrun and exterminated Then one of the makeup girls who is a jiraikei girl decides to storm into hell and finish off the Demon King  You become the cute  serious  cute  crazy mine girl Skewer Mary You must conquer hell to save the world from the sickness,In the year 202X the world is Yami To save the world go to hell and kill all the demons Yes just like ordering a Frappuccino at a cool cafe,[5],,,,,,
164,246407,Teslagrad Remastered,"[6, 48, 49, 130, 167, 169]",The Kingdom of Elektropia is under siege by a tyrant king who rules over its people with an iron fist When a citywide manhunt comes for him a young boy escapes into the Tesla Tower Once home to a sect of technological wizards known as the Teslamancers it is now a forgotten vault of ancient technologies and forgotten history You are on your own with only the tools of the lost Teslamancers and your wits to survive,Return to the indie classic Teslagrad recharged to provide the ultimate electromagnetic experience Escape a tyrant king master the art of Teslamancy and uncover the secrets buried deep within the Tesla Tower in this puzzleplatforming adventure,"[8, 9, 31, 32]",4.79,5.0,6.35,54.0,7.0,8.0
165,246406,Cult of the Lamb: Relics of the Old Faith,"[6, 14, 48, 49, 130, 167, 169]",Missing,This update adds new relics fleeces attacks followers buildings crusades minibosses encounters quests harder bosses and a photo mode with stickers,"[12, 13, 15, 25, 31, 32]",,,,,,
166,246399,Construction Simulator: JCB Pack,[6],Missing,The JCB Pack further enhances your Construction Simulator experience with six brandnew machines Enjoy more variety when tackling your construction contracts  The JCB Pack includes   1CXT  Backhoe Loader  220X  Excavator  457  Wheel Loader  4CX  Backhoe Loader  540180  Telehandler  6T2  Site Dumper,"[13, 31]",,,,,,
167,246299,Neon Echo,[6],Missing,Neon Echo is a 3D sidescrolling action Roguelite game with an anime and techwear style,"[12, 31, 32]",8.0,0.0,0.0,0.0,0.0,1.0
168,246291,I'm On a Watcher Duty 7: The Familiar Places,[6],Missing,Story You are now playing as another person and you get brought to one of the company by Yukari because she wanted to make you have a skill on spotting the anomalies by using the simulation that this company provided to you Youll be doing a watcher duty job inside the simulation in a very familiar places,"[2, 9]",,,,,,
169,246185,Don't Destroy The Rocket,"[6, 48]",Missing,In this small but nice action game you control a rocket and have to bring it safely to the target Try not to collide with the environment because that is not good for the rocket You have the tools you need to get ahead There is also a hidden collectible in each level Are you curious What are you waiting for Download Dont Destroy The Rocket today and become a rocket master,[8],,,,,,
170,246149,Entity Room,[6],Missing,Entity Room is a short indie horror game in which youre working in an underground lab Your job is to ensure the entity is being fed every day and the rooms are cleaned afterwards,Missing,,,,,,
171,246125,Ghostwire Tokyo: Spider's Thread,"[6, 167, 169]",Missing,The citys denizens have been replaced by beings from another world  yōkai evil spirits myths and urban legends brought to life But now isnt the time to fear the unknownface it in Ghostwire Tokyo now featuring the allnew Spiders Thread update  The Spiders Thread update available now for all Ghostwire Tokyo players adds a new roguelite mode to the game on top of other additions to the base campaign including new enemies new skills new areas to explore new side missions extended story cinematics Photo Mode enhancements new trophiesachievements and more,[31],,,,,,
172,246123,The Door,[6],Missing,The Door is a short supernatural horror game made in a month for The Forgotten Tapes Analog Nightmares and the debut game for its developer,Missing,0.0,0.0,0.0,0.0,0.0,0.0
173,246120,Truth Loop 2,[6],Missing,A German soldier wakes up in a cold and totally destroyed place but he realizes that he is trapped there and every moment he discovers that he has done terrible things,"[5, 31, 32]",,,,,,
174,246102,A Turtle In A Hare-Machine,[6],Missing,An erotic horror game,Missing,,,,,,
175,246093,Piggy: Chapter 1,[6],Missing,Piggy kidnapped you  Therefore you will have to escape from the house by solving puzzles and using objects to get out of that place,"[9, 32]",,,,,,
176,246075,Junk Survivor,[6],Scientists finally broke the code for eternal life unfortunately they tested it first on those who had already died It brought the undead back to life Walking zombies killing anything alive forced humanity to hide in bunkers and weather the storm After some time survivors started emerging from bunkers to find the dead still walk the earth Now these survivors must do their utmost to delay their inevitable death by scavenging the world and relying on their own cunning luck and ability to evade the horde,Junk Survivor is a zombie postapocalypse game where you loot craft build and farm in a struggle to survive With a vast map to explore a robust skillset to unlock this customizable sandbox awaits the adventurer How long before you die,"[13, 31, 32]",,,,,,
177,246041,Military Tanks,"[6, 14]",Missing,Do you like tanks game Are you ready to feel the full power of a tank games,"[13, 31]",,,,,,
178,246024,Varial,[6],Missing,Varial is a single player skateboardingaction game where you play as the titular character fighting a giant robot called the Y2KAIJU The game takes place in a Y2K apocalypse where all the technology has revolted against humanity and wiped out most of the population,"[5, 14, 32]",,,,,,
179,246015,Hentai Casual Swap 2,[6],Missing,Enjoy our newest and sexiest casual tile swap puzzle with dozens of nice illustrations for you to enjoy and relax With a gallery for simply relaxing Unlock all the pictures,Missing,,,,,,
180,246011,Neko Office: Nightlife Adventures,[6],Missing,Neko has been working hard at her job in the office and deserves to go to the bar As you know it is from the bar that nightly adventures begin,[32],,,,,,
181,245982,Combo Bombo,[6],Missing,Combo Bombo is an online multiplayer game where friends can engage in joyful combat using various creative and powerful weapon combinations Players are challenged to think strategically as they combine different weapons to form even more devastating tools of destruction,[32],,,,,,
182,245978,Psychiatric Hospital,[6],Missing,When your madness is not desired When your madness that you did not want is strangled by the bars in the pit You go from being a powerless goat to a human being and the only way to surprise the white coats who want to cure you completely is to take refuge in the craziness you want,"[13, 31]",,,,,,
183,245953,Curse of the Corsair,"[6, 14]",Missing,Echoes of a swashbuckling and treacherous past reverberate through a vast and untamed sea brimming with riches and danger In this actionpacked adventure RPG youll set sail on a journey inspired by the modern classic Hyper Light Drifter but with a salty scurvy twist,[31],,,,,,
184,245950,Crying Pony,[6],Missing,Crying Pony is a 2D sidescrolling horror game where the protagonist Michael is hunted by the lurking evil in his nightmares As the nightmares corruption seeps into reality and even pulls Michaels daughter into its grasp will he be able to lead them both to escape from the nightmare,"[31, 32]",2.38,0.0,0.0,60.0,1.0,2.0
185,245927,Hyper Hentai Elf Attendant,"[3, 6, 14]",Missing,Hyper Hentai Elf Attendant is a relaxing puzzle game With the theme of elf attendant and multiple unique sexy girls Enjoy sexy girls pictures and relaxing music to complete the puzzle,"[15, 32]",,,,,,
186,245917,-256,[6],Missing,The last scenery you faced was a quite unfamiliar hotel office Leaving all the uncertainties behind you have to perform significant or insignificant tasks from here on out 256 is a pixel graphics firstperson mystery hotel walking simulator,"[13, 31, 32]",0.0,0.0,1.19,75.0,1.0,2.0
187,245903,G.O.M.P!,[6],Missing,GOMP is an actionpacked game where you defend your farm from invaders Compete with friends and survive wave after wave of enemies Yeehaw,[32],,,,,,
188,245892,Gadget Tycoon,[6],Missing,Gadget Tycoon allows you to step into the shoes of an inventor and embark on a journey to become famous and take on the world with your inventions Gadget Tycoon is a wellexecuted game that is fun intricate and goes beyond a standard tycoon game by including adventure and story portions,"[13, 15]",,,,,,
189,245880,Pigeon Protocol,[6],Missing,Play with up to 30 of your friends in this frantic bird based online game Customize your pigeon Compete to build nests own territory and to keep hold of shiny things But watch out its a bird eat bird world out there,"[13, 32]",,,,,,
190,245857,Phrixothrix,[6],Missing,Explore a dark world of rust and worms Phrixothrix is an adventure game with point and click elements where you control yourself and an alien worm,[31],,,,,,
191,245851,Stelarace,[6],Missing,Welcome to Stellarace the ultimate space roller skating game where players can choose from four different avatars to race through the galaxy competing against each other to be the fastest skater in the universe,[10],,,,,,
192,245840,Mystery in the Office,[6],Missing,An immersive singleplayer textbased game that takes you to an eerily empty office mysteriously locked from the outside Investigate the interactive rooms face challenges and obstacles to unlock the only available exit and unravel the mystery of why the office was abandoned in a hurry,"[9, 31, 32]",,,,,,
193,245837,911: Cannibal,"[6, 130]",Missing,Search items and solve puzzles to escape from the cannibals plate Cover up your tracks so that the maniac does not suspect anything,"[5, 31, 32]",,,,,,
194,245833,Lightballs,[6],Missing,Lightballs is local multiplayer silly footlball game for 2 players There are 2 mods to play,"[14, 32]",,,,,,
195,245828,Gobyworld,[6],Missing,An absurd pointandclick adventure where you help Goby a piece of swallowed gum in his quest to find freedom beyond the digestive system,"[31, 32]",,,,,,
196,245827,Minor Scale,[6],Missing,Minor Scale is a rhythmbased tower defense game with a 2D  3D hybrid whimsical aesthetic YOU the player will conduct a band of cute little Critters to defend their jam session from the creepy Crawlies threatening their home with the power of music,"[15, 32]",,,,,,
197,245823,Lovely Nurse,[6],Missing,Lovely Nurse is a soothing puzzle game that offers players a chance to unwind while solving puzzles Complete each puzzle while enjoying beautiful pictures of hot girls,[32],,,,,,
198,245779,Imaginal Voyages,"[3, 6, 14]",Missing,Experience the depths of emotion and the twisted psychology of the flawed human condition Encounter futuristic technology and the cosmic horrors of space travel Examine the differences between man and machine,[32],,,,,,
199,245768,Hentai Casual Jigsaw: Witches,[6],Missing,Enjoy our new line of puzzles with Hentai Casual Jigsaw  Witches With a lot of gorgeous illustrations of beautiful witches and with an open gallery for you to relax and enjoy,Missing,,,,,,
200,245752,Marionette Mates,[6],Missing,Marionette Mates is a powerful pngtuber application with multiplayer support Marionette Mates allows you to use the provided assets or ones you create as virtual avatars to create an online presence alone or with friends,Missing,,,,,,
201,245735,"The Witch, Wife, & the Wish","[6, 14]",Missing,Once upon a time there was a witch who lived in the middle of a forest Rumors said that even the witch was cursed herself but the witch had long forgotten what spell had been cast until one day a brave young man came to ask a favor of the witch for his ailing wife,[13],,,,,,
202,245725,Sex Room 2: 18+,[6],Missing,SEX Room 2 18 is a steamy and seductive casual clicker game Sex Room 2 18 is a game that invites you to immerse yourself in a world of passion and pleasure You can upgrade generators and clickers purchase new sex toys and enjoy adult content,[13],,,,,,
203,245722,Up All Night: Daybreak,"[3, 6, 14]",Missing,Nick just cant let go of the people hes killed,[32],,,,,,
204,245695,Crash Bandicoot: Back In Time,[6],Missing,A love letter to Crash Bandicoot in the form of a game that features 5 traditional levels 5 flashback tape levels time trials and the Crash Creator an awesome level creator,[8],,,,,,
205,245681,Hololive CouncilRyS RPG,[6],Missing,Hololive CouncilRyS RPG is a fangame and love letter to Hololive CouncilRyS built in RPG Maker MZ with custom art assets by me and original musical arrangements of Hololive songs by Jeremy Robson Expect the game to be about 3 hours long,[12],,,,,,
206,245667,Children of Morn,"[6, 14, 34]",You are resurrected by a whitehaired witch that offers you a deal Her blood to keep you alive in return for helping her with an important mission A mission to murder her very own sister Soon you are plunged into a world full of magic and mystery learn that there is more to it all than meets the eye and that receiving her blood means sharing the witches bed,Children of Morn is an erotic adventure and sandbox game set in a dark fantasy world full of vicious demons and alluring witches,"[2, 31]",,,,,,
207,245661,Buccanyar,"[6, 48, 130]",Missing,The game consists of two major parts a nautical mode in which you operate your own ship with AI cats crew and go on adventures fighting other ships and sea monsters and a port mode in which you customize your ship replace crew and cash in resources obtained in battle,"[12, 15]",,,,,,
208,245625,The Vampire(?) Detective and the Case of the Lying Maid,"[3, 6, 14]",Missing,Enid had a crush on her eccentric lady Olivia for as long as she can remember but shell rather die than admit it One day shes summoned to Olivias study for an unclear reason,[34],,,,,,
209,245426,Renfield: Bring Your Own Blood,[6],Become the employee of the worlds worst boss Dracula will send you on food runs for tourists cheerleaders and more but what will you do Bring him back the innocent blood he desires Or substitute some criminals instead The choice is yours as you fight loot and extract,Slash and survive a typical workday as Draculas overworked and underappreciated servant Youll have a bloody good time as you rampage through New Orleans to find fresh victims for your narcissistic boss,"[12, 32, 33]",0.0,0.0,0.0,0.0,0.0,0.0
210,245283,Quadanoid,"[3, 6, 14]",Missing,A breakout clone with a twist  There are no walls only paddles and bricks The idea is to use the paddles as walls and clear the level Each level brick layout is randomly generated and everytime you clear a level the movement speed increases  Lets see how far you can get   Enjoy,[33],,,,,,
211,245282,Poop Collector: Number 2,"[3, 6, 14]",Missing,The poop gods have found out about the disaster you brought upon them in your previous mission and they are furious  They have located you on earth and took you to a hidden cave somewhere on the planet Pooparium and the only way to escape and get back home is to play their game and show them why you are the best poop collector out there  This time they are making your life harder with obstacles and more challenging rooms so go out there and show them how fast you can shame them and clear their rooms to escape back home  Feedback is always welcome enjoy,[8],,,,,,
212,245273,Luckie Ball,[6],Missing,Luckie Ball is a short precision platformer where nothing is fully solid Youll float to the top of everything Features tight controls a custom physics engine tons of bonus content and a level editor,[8],,,,,,
213,245170,Entropy: Zero - Uprising,[6],Missing,Entropy Zero  Uprising is a mod for HalfLife 2 Episode Two that lets you play as a Civil Protection Unit during the Uprising The mod features a full campaign of 20 maps a unique storyline new enemies and weapons a fully voiced cast of characters and a soundtrack composed by various artists,[5],4.0,0.0,0.0,85.0,1.0,1.0
